DonorId,Potential Duplicates
46737.0,"[69574.0, 78095.0]"
81733.0,"[35361.0, 42955.0, 84976.0, 54554.0, 67901.0]"
84422.0,[55996.0]
55996.0,[84422.0]
13660.0,"[3670.0, 677.0, 48710.0, 5375.0]"
3670.0,"[1208.0, 12417.0, 13660.0, 2709.0]"
5375.0,"[676.0, 48710.0, 21192.0, 47792.0, 15003.0, 13660.0]"
18863.0,"[81353.0, 11627.0]"
81353.0,"[11627.0, 18863.0]"
11627.0,"[4272.0, 81353.0, 18863.0]"
12742.0,"[3077.0, 16302.0]"
3077.0,"[67569.0, 12742.0]"
16302.0,[12742.0]
2157.0,"[56061.0, 8859.0, 44869.0, 76645.0]"
76645.0,"[56061.0, 2157.0, 78806.0]"
8859.0,[2157.0]
44869.0,"[7013.0, 2157.0, 38062.0]"
56061.0,"[76645.0, 2157.0, 78806.0, 22693.0]"
44903.0,[19568.0]
19568.0,"[38962.0, 23325.0, 44903.0]"
84971.0,[25477.0]
25477.0,[84971.0]
43638.0,"[21795.0, 28333.0, 1936.0, 34324.0, 84982.0]"
1936.0,"[21795.0, 49862.0, 36334.0, 25076.0, 43638.0]"
22136.0,"[69697.0, 9188.0, 2405.0, 37391.0]"
37391.0,"[22136.0, 69697.0, 2405.0, 18374.0]"
69697.0,"[22136.0, 2405.0, 37391.0]"
2405.0,"[22136.0, 69697.0, 18374.0, 37391.0]"
84389.0,"[67479.0, 922.0, 54375.0]"
54375.0,"[83337.0, 84389.0]"
67479.0,[84389.0]
84457.0,[76660.0]
76660.0,[84457.0]
85066.0,"[76413.0, 1710.0]"
76413.0,"[85066.0, 26404.0]"
1710.0,[85066.0]
7314.0,[346.0]
346.0,[7314.0]
49844.0,[52234.0]
52234.0,[49844.0]
77984.0,[203.0]
203.0,[77984.0]
84412.0,[6274.0]
6274.0,"[3210.0, 2834.0, 84412.0]"
84386.0,[32174.0]
16656.0,"[106.0, 12086.0]"
12086.0,"[81760.0, 20545.0, 106.0, 16656.0, 10687.0]"
106.0,"[81760.0, 16656.0, 3313.0, 12086.0, 735.0]"
55967.0,[44659.0]
44659.0,"[27745.0, 55967.0]"
50662.0,[26701.0]
26701.0,"[2426.0, 25061.0, 50662.0]"
84421.0,[81722.0]
81722.0,[84421.0]
74219.0,[77269.0]
77269.0,[74219.0]
86903.0,"[76448.0, 78041.0]"
76448.0,"[78041.0, 86903.0]"
78041.0,"[76448.0, 86903.0]"
84436.0,[50279.0]
50279.0,[84436.0]
69714.0,[18893.0]
18893.0,[69714.0]
3751.0,"[2554.0, 855.0]"
855.0,[3751.0]
2554.0,[3751.0]
67366.0,"[20100.0, 1037.0]"
20100.0,"[1037.0, 67366.0]"
1037.0,"[20100.0, 67366.0]"
256.0,"[84450.0, 25163.0, 81748.0, 67932.0]"
84372.0,[74404.0]
74404.0,[84372.0]
49841.0,[76715.0]
76715.0,[49841.0]
53873.0,[1145.0]
1145.0,"[53873.0, 10121.0]"
69604.0,[47054.0]
34262.0,"[23742.0, 74391.0]"
23742.0,"[34262.0, 74391.0]"
74391.0,"[23742.0, 34262.0]"
52217.0,"[25280.0, 67345.0, 74470.0]"
67345.0,"[25280.0, 52217.0, 74470.0]"
25280.0,"[52217.0, 67345.0, 74470.0]"
74470.0,"[25280.0, 52217.0, 67345.0]"
1172.0,[1193.0]
1193.0,[1172.0]
77412.0,[77387.0]
77387.0,[77412.0]
78664.0,[22107.0]
22107.0,[78664.0]
84419.0,[26631.0]
26631.0,[84419.0]
84443.0,[74055.0]
74055.0,[84443.0]
84950.0,"[67313.0, 46837.0, 74853.0]"
67313.0,"[69649.0, 81300.0, 46837.0, 84950.0]"
74853.0,"[71978.0, 47075.0, 46837.0, 84950.0]"
46837.0,"[47075.0, 74853.0, 67313.0, 81300.0, 84950.0, 189.0]"
20407.0,"[7993.0, 24723.0, 35374.0]"
84452.0,[77974.0]
77974.0,[84452.0]
11375.0,"[11811.0, 36616.0, 43729.0, 4338.0, 74324.0, 34427.0]"
34427.0,"[36616.0, 11375.0]"
36616.0,"[34427.0, 11375.0]"
74324.0,"[43729.0, 4338.0, 11811.0, 11375.0]"
38752.0,[45724.0]
45724.0,[38752.0]
31475.0,"[11256.0, 81297.0, 10180.0, 23390.0]"
11256.0,"[81297.0, 31475.0, 10180.0, 23390.0]"
81297.0,"[11256.0, 31475.0, 10180.0, 23390.0]"
10180.0,"[11256.0, 81297.0, 31475.0, 23390.0]"
84351.0,[32037.0]
32037.0,[84351.0]
84435.0,[72285.0]
72285.0,[84435.0]
74343.0,[45350.0]
45350.0,[74343.0]
36415.0,[25354.0]
25354.0,[36415.0]
84222.0,"[31873.0, 32123.0, 32582.0]"
32582.0,"[32107.0, 32523.0, 32019.0, 32215.0, 32123.0, 84222.0]"
32123.0,"[32523.0, 32582.0, 34091.0, 84222.0]"
31873.0,"[32192.0, 32540.0, 31893.0, 84222.0]"
32068.0,"[32256.0, 32315.0, 45606.0]"
45606.0,"[32256.0, 32315.0, 32068.0]"
32315.0,"[32256.0, 32068.0, 45606.0]"
32256.0,"[32315.0, 32068.0, 45606.0]"
72724.0,"[6761.0, 74346.0]"
74346.0,"[17777.0, 72724.0, 17156.0, 5230.0]"
6761.0,"[44570.0, 72724.0, 7309.0, 36639.0]"
43818.0,"[47128.0, 34666.0, 47127.0]"
47127.0,[43818.0]
34666.0,[43818.0]
47128.0,[43818.0]
84359.0,[72096.0]
72096.0,"[50211.0, 31749.0, 84359.0]"
19519.0,"[18662.0, 1806.0]"
18662.0,"[1806.0, 19519.0]"
84933.0,[23819.0]
23819.0,[84933.0]
43839.0,[23162.0]
23162.0,"[24223.0, 19856.0, 43839.0]"
31130.0,"[17856.0, 3541.0]"
3541.0,[31130.0]
17856.0,[31130.0]
72593.0,[3940.0]
3940.0,"[72593.0, 1201.0, 5524.0]"
74673.0,[28979.0]
28979.0,[74673.0]
84117.0,[67319.0]
67319.0,[84117.0]
50658.0,[23802.0]
23802.0,"[50658.0, 34211.0]"
26153.0,[21264.0]
21264.0,[26153.0]
43024.0,[18861.0]
18861.0,[43024.0]
69881.0,"[44056.0, 24831.0]"
44056.0,"[69881.0, 13346.0, 21411.0, 24831.0]"
24831.0,"[44056.0, 69881.0]"
31420.0,[31656.0]
31656.0,[31420.0]
18792.0,[45045.0]
45045.0,[18792.0]
81800.0,"[32380.0, 34620.0]"
34620.0,"[81800.0, 32380.0]"
32380.0,"[81800.0, 34620.0]"
84360.0,[44849.0]
44849.0,"[84360.0, 18852.0]"
74203.0,"[23965.0, 78135.0]"
8369.0,[11902.0]
84171.0,[83867.0]
83867.0,[84171.0]
84075.0,"[20133.0, 18702.0]"
20133.0,"[67843.0, 84075.0]"
18702.0,"[67843.0, 84075.0]"
84076.0,"[36324.0, 20436.0]"
20436.0,"[22137.0, 84076.0, 26140.0]"
36324.0,"[53978.0, 84076.0, 8074.0]"
45338.0,[7719.0]
7719.0,"[45338.0, 67887.0]"
74176.0,"[8169.0, 24103.0]"
8169.0,"[74176.0, 985.0, 83341.0, 72087.0]"
84074.0,[2970.0]
2970.0,[84074.0]
74097.0,[999.0]
999.0,"[74097.0, 4175.0]"
81267.0,"[84208.0, 46754.0]"
50655.0,"[84208.0, 74626.0, 67924.0, 46754.0]"
76426.0,[12619.0]
12619.0,"[76426.0, 36643.0, 3358.0]"
45484.0,[3079.0]
3079.0,[45484.0]
84167.0,[10104.0]
10104.0,"[7078.0, 84167.0]"
12788.0,[53893.0]
34314.0,[72637.0]
72637.0,[34314.0]
10148.0,[34338.0]
18459.0,"[67338.0, 18379.0]"
12944.0,"[78136.0, 14559.0]"
78136.0,"[12944.0, 14559.0]"
14559.0,"[12944.0, 78136.0]"
84164.0,[67258.0]
67258.0,[84164.0]
84004.0,"[86600.0, 81697.0]"
8177.0,"[4519.0, 237.0, 12849.0, 2965.0, 11161.0]"
2965.0,"[4519.0, 237.0, 7053.0, 8177.0, 11161.0]"
11161.0,"[8177.0, 2965.0, 4519.0]"
4519.0,"[237.0, 8177.0, 2965.0, 11161.0, 28507.0]"
12849.0,"[8177.0, 1954.0, 28507.0, 7053.0]"
30698.0,[31344.0]
31344.0,[30698.0]
78049.0,[74746.0]
74746.0,[78049.0]
83845.0,[3028.0]
3028.0,[83845.0]
23585.0,[19734.0]
19734.0,[23585.0]
74143.0,"[24085.0, 12781.0, 78701.0]"
84202.0,[5636.0]
84173.0,"[24075.0, 124.0]"
124.0,"[24075.0, 84173.0]"
24075.0,"[124.0, 84173.0]"
45479.0,"[23225.0, 24162.0, 26759.0]"
24162.0,"[9111.0, 45479.0, 23225.0, 26759.0]"
23225.0,"[9111.0, 45479.0, 24162.0, 26759.0]"
34268.0,[19905.0]
19905.0,"[30032.0, 1404.0, 34268.0, 23343.0]"
2071.0,"[3065.0, 25892.0, 31527.0]"
25892.0,"[2583.0, 2071.0]"
3065.0,"[77424.0, 46755.0, 2071.0]"
49983.0,"[74369.0, 28389.0]"
74369.0,"[48845.0, 49983.0]"
28389.0,[49983.0]
84197.0,"[32714.0, 32303.0]"
32303.0,"[32714.0, 84197.0]"
32714.0,"[84197.0, 32303.0]"
84172.0,[11982.0]
11982.0,"[84172.0, 36397.0]"
23768.0,"[945.0, 23207.0]"
945.0,[23768.0]
23207.0,[23768.0]
84144.0,[47064.0]
47064.0,[84144.0]
84154.0,[26260.0]
26260.0,[84154.0]
78816.0,"[55985.0, 13515.0, 49853.0, 11583.0]"
55985.0,"[78816.0, 13515.0, 49853.0, 11583.0]"
49853.0,"[78816.0, 55985.0]"
11583.0,"[78816.0, 5386.0, 13515.0, 55985.0, 7895.0]"
13515.0,"[78816.0, 55985.0, 5386.0, 11583.0]"
81643.0,"[69784.0, 78093.0]"
69784.0,"[47495.0, 22760.0, 81643.0, 30032.0, 6581.0]"
78093.0,[81643.0]
72722.0,[68894.0]
68894.0,[72722.0]
78809.0,[50140.0]
50140.0,[78809.0]
32059.0,"[31841.0, 84091.0, 32051.0, 85079.0]"
32051.0,"[31841.0, 84091.0, 32059.0, 72831.0]"
32611.0,"[74241.0, 72355.0, 32201.0, 47884.0, 85534.0]"
47913.0,[74226.0]
74226.0,[47913.0]
84216.0,[32006.0]
32006.0,[84216.0]
84092.0,[45527.0]
45527.0,[84092.0]
53798.0,[43727.0]
43727.0,[53798.0]
84114.0,[38782.0]
38782.0,[84114.0]
43692.0,[25388.0]
25388.0,[43692.0]
14886.0,"[84977.0, 84275.0, 997.0, 4527.0]"
44591.0,[74115.0]
74115.0,"[7716.0, 44591.0]"
47882.0,[52304.0]
52304.0,[47882.0]
3358.0,[12619.0]
36643.0,[12619.0]
26824.0,"[20073.0, 25187.0, 47918.0, 24071.0]"
20073.0,"[26824.0, 25187.0, 47918.0]"
47918.0,"[26824.0, 20073.0]"
25187.0,"[26824.0, 20073.0, 24071.0]"
24071.0,"[26824.0, 25187.0]"
2904.0,"[16176.0, 73889.0, 77317.0]"
78106.0,"[75253.0, 18109.0]"
18109.0,[78106.0]
75253.0,"[28060.0, 78106.0, 26124.0]"
83893.0,[32637.0]
32637.0,[83893.0]
19811.0,"[5584.0, 84129.0, 4162.0]"
69627.0,"[69843.0, 12804.0]"
69843.0,[69627.0]
84189.0,"[31337.0, 31460.0]"
31460.0,"[31337.0, 84189.0]"
31337.0,"[31460.0, 84189.0]"
84183.0,[1945.0]
21754.0,"[26395.0, 38013.0, 18278.0, 77455.0]"
45934.0,[77455.0]
38013.0,"[21754.0, 26395.0, 18278.0, 77455.0]"
84043.0,"[47905.0, 85550.0, 45079.0, 32698.0, 84091.0]"
45079.0,"[31841.0, 32201.0, 84043.0, 85550.0, 84091.0]"
36397.0,[11982.0]
78806.0,"[56061.0, 76645.0, 22693.0]"
47793.0,[44933.0]
44933.0,[47793.0]
31106.0,[21328.0]
21328.0,[31106.0]
17905.0,"[12352.0, 16817.0, 17187.0, 13641.0]"
12352.0,"[17905.0, 16817.0]"
16817.0,"[13641.0, 17905.0, 17187.0, 12352.0]"
17187.0,"[17905.0, 16817.0]"
13641.0,"[11652.0, 17905.0, 16817.0, 14516.0, 14933.0, 10559.0]"
34534.0,"[24753.0, 2196.0]"
2196.0,[34534.0]
24753.0,[34534.0]
16830.0,[19099.0]
19099.0,"[13546.0, 16830.0]"
83347.0,"[81050.0, 46782.0]"
81050.0,[83347.0]
46782.0,"[18283.0, 83347.0]"
35400.0,[54372.0]
54372.0,[35400.0]
14988.0,"[9184.0, 16729.0, 7882.0, 13492.0]"
9184.0,"[1994.0, 7882.0, 14988.0, 16729.0, 12345.0]"
16729.0,"[9184.0, 7882.0, 14988.0]"
13492.0,[14988.0]
7882.0,"[9184.0, 16729.0, 1994.0, 14988.0]"
81654.0,"[84003.0, 2789.0, 81652.0, 81754.0, 81756.0]"
77464.0,[74093.0]
56049.0,[22684.0]
22684.0,[56049.0]
83332.0,[45276.0]
45276.0,[83332.0]
655.0,"[12388.0, 29233.0, 1233.0, 5366.0]"
29233.0,"[12388.0, 655.0]"
1233.0,"[5511.0, 5434.0, 9245.0, 655.0]"
5366.0,"[5026.0, 655.0]"
12388.0,"[29233.0, 655.0]"
75240.0,[22487.0]
22487.0,"[75240.0, 48696.0]"
83338.0,[22544.0]
22544.0,[83338.0]
83330.0,"[49866.0, 19971.0, 74156.0, 20677.0]"
76630.0,[69835.0]
69835.0,"[52476.0, 76630.0]"
76643.0,[54400.0]
54400.0,[76643.0]
648.0,"[28160.0, 9185.0, 3941.0]"
3941.0,"[648.0, 28160.0, 9185.0]"
9185.0,"[648.0, 3941.0]"
28160.0,"[648.0, 3941.0]"
83337.0,"[15998.0, 54375.0]"
15998.0,[83337.0]
78680.0,"[26709.0, 75229.0, 10719.0]"
75229.0,"[78680.0, 22300.0]"
10719.0,"[78680.0, 4972.0]"
26709.0,"[78680.0, 34283.0, 81280.0]"
72087.0,"[8169.0, 83341.0, 30902.0, 12769.0]"
50646.0,[22269.0]
22269.0,[50646.0]
22127.0,[11590.0]
11590.0,[22127.0]
2947.0,[930.0]
930.0,[2947.0]
27082.0,[15822.0]
15822.0,[27082.0]
37420.0,"[48256.0, 17347.0, 22698.0, 26573.0, 26158.0, 4175.0, 16825.0, 19102.0]"
48256.0,"[16825.0, 22698.0, 37420.0, 19102.0]"
16825.0,"[48256.0, 10686.0, 22698.0, 37420.0, 19102.0]"
26573.0,[37420.0]
22698.0,"[48256.0, 10686.0, 37420.0, 16825.0, 19102.0]"
78672.0,"[10554.0, 14924.0]"
14924.0,"[78672.0, 10554.0]"
10554.0,"[78672.0, 14924.0]"
19178.0,"[13664.0, 17888.0]"
13664.0,"[17888.0, 19178.0]"
17888.0,"[13664.0, 19178.0]"
16761.0,[22588.0]
22588.0,[16761.0]
22139.0,[10657.0]
10657.0,[22139.0]
50606.0,"[67593.0, 47003.0]"
67593.0,[50606.0]
47003.0,"[18811.0, 50606.0]"
76629.0,"[10560.0, 44907.0]"
44907.0,"[23972.0, 76629.0]"
10560.0,[76629.0]
26626.0,"[16775.0, 12375.0]"
12375.0,"[26626.0, 16775.0]"
16775.0,"[26626.0, 12375.0]"
50168.0,[22662.0]
22662.0,[50168.0]
37426.0,[10653.0]
10653.0,[37426.0]
37981.0,[23581.0]
47492.0,"[23609.0, 83334.0]"
11653.0,"[54387.0, 83334.0]"
48405.0,"[670.0, 83334.0]"
72240.0,[81081.0]
81081.0,[72240.0]
9272.0,"[2456.0, 10629.0]"
2456.0,[9272.0]
10629.0,[9272.0]
83854.0,"[34296.0, 10440.0]"
34296.0,"[10440.0, 83854.0]"
10440.0,"[34296.0, 83854.0]"
389.0,"[29529.0, 13292.0, 67949.0, 30623.0]"
54007.0,"[42969.0, 13373.0]"
13373.0,"[42969.0, 54007.0]"
42969.0,"[13373.0, 54007.0]"
12379.0,"[14570.0, 17986.0, 26165.0, 14495.0]"
17986.0,"[14570.0, 12379.0, 26165.0, 14495.0]"
26165.0,"[14570.0, 17986.0, 12379.0, 14495.0]"
14570.0,"[17986.0, 12379.0, 26165.0, 14495.0]"
14495.0,"[17986.0, 14570.0, 12379.0, 26165.0]"
19684.0,"[81647.0, 47059.0, 119.0, 26745.0, 77306.0]"
28249.0,"[5584.0, 84129.0, 4162.0]"
76303.0,[77400.0]
77400.0,[76303.0]
21516.0,"[74450.0, 2234.0]"
2234.0,"[74450.0, 21516.0]"
74450.0,"[2234.0, 21516.0]"
32703.0,"[32698.0, 47851.0, 85550.0, 85079.0]"
47851.0,"[47905.0, 72364.0, 85079.0, 32698.0, 32703.0]"
81707.0,"[81690.0, 81725.0, 81714.0, 81693.0]"
767.0,"[2977.0, 53922.0, 77981.0]"
53922.0,"[24138.0, 77981.0, 767.0]"
77981.0,"[2977.0, 53922.0, 767.0]"
2977.0,"[24138.0, 77981.0, 767.0]"
83837.0,[54557.0]
54557.0,"[83837.0, 14878.0]"
72569.0,[37444.0]
37444.0,[72569.0]
83870.0,[54030.0]
54030.0,[83870.0]
48879.0,"[34690.0, 5983.0]"
5983.0,"[34690.0, 48879.0]"
34690.0,"[5983.0, 48879.0]"
20004.0,"[4872.0, 56003.0, 83340.0]"
4872.0,"[83340.0, 20004.0, 7263.0]"
11769.0,"[83068.0, 99.0, 83340.0, 119.0]"
47690.0,"[11832.0, 10791.0]"
11832.0,"[47690.0, 5846.0, 10791.0]"
10791.0,"[11832.0, 47690.0]"
84045.0,[74943.0]
74943.0,[84045.0]
74050.0,[54548.0]
54548.0,[74050.0]
3114.0,[1003.0]
76667.0,[54364.0]
54364.0,[76667.0]
18304.0,[23223.0]
23223.0,[18304.0]
83826.0,"[1600.0, 69814.0]"
69814.0,"[12161.0, 83826.0]"
1600.0,"[83826.0, 14812.0]"
48385.0,[3479.0]
3479.0,"[48385.0, 22812.0]"
83248.0,"[23011.0, 21933.0]"
21933.0,"[83248.0, 23011.0]"
23011.0,"[83248.0, 21933.0]"
83325.0,"[77921.0, 21419.0, 24715.0]"
21419.0,"[14615.0, 83325.0, 28551.0]"
77921.0,"[45514.0, 83325.0]"
24715.0,[83325.0]
78020.0,[6282.0]
6282.0,[78020.0]
5846.0,[11832.0]
32570.0,[32716.0]
32716.0,[32570.0]
16106.0,"[12840.0, 45496.0]"
45496.0,"[12840.0, 16106.0]"
67497.0,[46831.0]
46831.0,[67497.0]
83254.0,[78200.0]
78200.0,[83254.0]
81007.0,[77988.0]
77988.0,[81007.0]
86959.0,[44671.0]
44671.0,[86959.0]
34330.0,"[2500.0, 17384.0, 5610.0, 3279.0, 10425.0]"
17384.0,"[2500.0, 5610.0, 3279.0, 10425.0, 34330.0]"
2500.0,"[17384.0, 34330.0]"
3279.0,"[17384.0, 10425.0, 34330.0, 5610.0]"
10425.0,"[17384.0, 5610.0, 34330.0, 3279.0]"
76713.0,[74899.0]
74899.0,[76713.0]
53786.0,[67906.0]
67906.0,[53786.0]
71980.0,"[43722.0, 4451.0, 2908.0, 11836.0]"
43722.0,"[4451.0, 71980.0, 11836.0, 2908.0]"
2908.0,"[4000.0, 43722.0, 71980.0, 27506.0, 11836.0]"
11836.0,"[4000.0, 43722.0, 71980.0, 27506.0, 2908.0]"
4451.0,"[43722.0, 71980.0, 27506.0]"
1004.0,"[10003.0, 1725.0]"
1725.0,[1004.0]
10003.0,[1004.0]
36392.0,"[23681.0, 6460.0, 13265.0]"
6460.0,"[36392.0, 13265.0, 10058.0]"
23681.0,"[36392.0, 10058.0]"
13265.0,"[36392.0, 6460.0]"
83833.0,"[19634.0, 74677.0, 56047.0]"
74677.0,[83833.0]
19634.0,"[83833.0, 68130.0, 45511.0, 56047.0]"
56047.0,"[83833.0, 19634.0]"
12415.0,[24816.0]
24816.0,"[31658.0, 12415.0]"
72145.0,[35411.0]
35411.0,[72145.0]
9292.0,"[13577.0, 27093.0]"
13577.0,"[18827.0, 9292.0]"
27093.0,"[18827.0, 9292.0]"
78748.0,[50650.0]
50650.0,[78748.0]
56051.0,[14475.0]
14475.0,[56051.0]
54393.0,[15791.0]
15791.0,[54393.0]
37437.0,"[14497.0, 26099.0]"
26099.0,[37437.0]
14497.0,[37437.0]
82981.0,"[6340.0, 30262.0]"
30262.0,[82981.0]
6340.0,"[29000.0, 82981.0]"
13494.0,[16646.0]
16646.0,[13494.0]
16721.0,[3951.0]
3951.0,[16721.0]
27026.0,[22521.0]
22521.0,[27026.0]
6617.0,"[37384.0, 9275.0, 5491.0, 15046.0]"
15046.0,"[37384.0, 17263.0, 14575.0, 6617.0, 9275.0]"
72155.0,[37440.0]
37440.0,[72155.0]
21310.0,[19013.0]
19013.0,[21310.0]
78802.0,"[5891.0, 73862.0, 18983.0]"
5891.0,"[78802.0, 18983.0]"
18983.0,"[1070.0, 78802.0, 5891.0, 73862.0]"
73862.0,"[78802.0, 18983.0]"
11613.0,"[10645.0, 1990.0]"
10645.0,[11613.0]
1990.0,[11613.0]
35414.0,[26996.0]
26996.0,[35414.0]
56000.0,"[50632.0, 6633.0]"
50632.0,[56000.0]
6633.0,[56000.0]
37447.0,[4276.0]
4276.0,[37447.0]
21332.0,[13619.0]
13619.0,[21332.0]
50629.0,[22213.0]
22213.0,[50629.0]
82961.0,[33537.0]
33537.0,"[82961.0, 74458.0, 19709.0]"
35383.0,[29811.0]
29811.0,"[26858.0, 9237.0, 35383.0]"
72166.0,[31562.0]
31562.0,[72166.0]
54330.0,"[26678.0, 150.0, 14870.0, 2439.0]"
14870.0,"[54330.0, 4942.0, 77969.0, 16338.0, 54553.0, 56026.0, 5535.0]"
150.0,"[54330.0, 54678.0]"
2439.0,"[56026.0, 54330.0, 17285.0, 26678.0]"
72148.0,[43003.0]
43003.0,[72148.0]
76642.0,[16855.0]
16855.0,"[76642.0, 69791.0]"
77463.0,[26092.0]
26092.0,[77463.0]
11644.0,[27029.0]
27029.0,"[11644.0, 46783.0]"
47791.0,"[34277.0, 18055.0]"
34277.0,"[18055.0, 33489.0, 23728.0, 47791.0]"
18055.0,"[34277.0, 23510.0, 47791.0]"
37427.0,"[15024.0, 77913.0, 9259.0, 11651.0]"
15024.0,"[9259.0, 12115.0, 37427.0, 11651.0]"
9259.0,"[15024.0, 12115.0, 37427.0, 11651.0]"
11651.0,"[15024.0, 9259.0, 12115.0, 37427.0]"
77913.0,[37427.0]
5498.0,"[14536.0, 9198.0, 2713.0, 12731.0, 3711.0]"
82966.0,[48875.0]
48875.0,"[713.0, 82966.0]"
83206.0,[54395.0]
54395.0,[83206.0]
78744.0,[34371.0]
34371.0,[78744.0]
27087.0,"[21304.0, 54338.0, 6683.0]"
6683.0,[27087.0]
21304.0,"[44054.0, 27087.0]"
54338.0,"[74208.0, 78703.0, 27087.0, 44054.0, 7161.0]"
20583.0,[82967.0]
20799.0,"[18105.0, 23619.0]"
18105.0,"[23619.0, 20799.0]"
23619.0,"[18105.0, 20799.0]"
82823.0,[3220.0]
3220.0,"[3228.0, 82823.0]"
37921.0,[32003.0]
32003.0,[37921.0]
77943.0,[72824.0]
72824.0,"[24043.0, 77943.0]"
26730.0,[8641.0]
52232.0,[74890.0]
74890.0,[52232.0]
68831.0,"[76976.0, 25796.0]"
76976.0,"[4707.0, 84007.0, 68831.0]"
25796.0,"[20209.0, 67940.0, 11894.0, 68831.0]"
83214.0,[78032.0]
78032.0,"[71986.0, 83214.0]"
81729.0,"[81754.0, 81725.0]"
74160.0,"[31113.0, 7796.0, 30508.0]"
7796.0,"[74160.0, 31113.0, 30508.0]"
30508.0,"[74160.0, 31113.0, 7796.0]"
31113.0,"[74160.0, 7796.0, 12945.0, 30508.0]"
48763.0,[76410.0]
73965.0,[22659.0]
22659.0,[73965.0]
81777.0,[11247.0]
11247.0,[81777.0]
9219.0,"[2384.0, 10642.0, 1246.0]"
2384.0,[9219.0]
10642.0,"[77305.0, 9219.0]"
1246.0,"[2601.0, 29714.0, 9219.0]"
9517.0,"[46728.0, 23038.0]"
46728.0,"[9517.0, 21917.0]"
30458.0,"[15978.0, 17477.0]"
17477.0,"[30458.0, 15978.0]"
15978.0,"[30458.0, 17477.0]"
69649.0,"[67313.0, 81300.0]"
81300.0,"[67313.0, 46837.0, 69649.0]"
8599.0,"[45341.0, 83213.0]"
21082.0,"[20204.0, 83213.0, 47698.0, 5139.0, 81727.0]"
78661.0,[31573.0]
31573.0,[78661.0]
83212.0,"[26192.0, 26578.0, 8627.0]"
26578.0,"[26192.0, 83212.0]"
26192.0,"[26578.0, 83212.0, 67285.0]"
8627.0,"[3138.0, 83212.0]"
20209.0,[25796.0]
11894.0,"[25796.0, 28452.0]"
83089.0,[67259.0]
67259.0,[83089.0]
50211.0,[72096.0]
31749.0,[72096.0]
8877.0,"[210.0, 17475.0]"
17475.0,"[8877.0, 19901.0]"
210.0,"[8877.0, 19901.0]"
8977.0,[6494.0]
49987.0,[76404.0]
76404.0,[49987.0]
83066.0,[22744.0]
22744.0,"[83066.0, 67540.0, 23658.0, 31103.0]"
29144.0,"[77969.0, 10063.0]"
78926.0,[69516.0]
69516.0,"[78926.0, 4175.0]"
72022.0,[67629.0]
67629.0,[72022.0]
24151.0,"[14779.0, 31476.0]"
14779.0,"[16340.0, 24151.0]"
31476.0,"[16340.0, 24151.0]"
83068.0,"[5985.0, 99.0, 11769.0]"
5985.0,"[25321.0, 83068.0]"
99.0,"[11769.0, 83068.0, 23335.0]"
53911.0,[74132.0]
74132.0,[53911.0]
45610.0,"[12008.0, 67291.0, 10238.0, 1310.0]"
12008.0,"[45610.0, 4883.0, 67291.0, 10238.0, 2271.0]"
10238.0,"[12008.0, 45610.0, 24690.0, 33494.0, 67291.0]"
1310.0,"[10186.0, 45610.0, 24690.0, 4883.0, 33494.0]"
69543.0,"[8129.0, 895.0]"
8129.0,"[895.0, 69543.0]"
895.0,"[8129.0, 69543.0]"
78046.0,[17536.0]
17536.0,[78046.0]
78863.0,[47478.0]
47478.0,[78863.0]
17535.0,[72826.0]
72826.0,[17535.0]
84444.0,"[72584.0, 78718.0]"
72584.0,"[84444.0, 78718.0]"
78718.0,"[72584.0, 84444.0]"
83284.0,[78000.0]
78000.0,[83284.0]
43734.0,"[11873.0, 8458.0, 4447.0, 72279.0]"
72279.0,"[67956.0, 43734.0]"
11873.0,"[50013.0, 43734.0]"
54346.0,"[19169.0, 16860.0]"
19169.0,[54346.0]
16860.0,[54346.0]
18374.0,"[23221.0, 2405.0, 37391.0]"
78719.0,[15021.0]
15021.0,[78719.0]
10698.0,"[48697.0, 46331.0, 17263.0, 22779.0]"
22779.0,"[9250.0, 9159.0, 10698.0, 26647.0, 46331.0]"
45288.0,[22593.0]
22593.0,"[45288.0, 19195.0]"
50146.0,[54390.0]
54390.0,"[50146.0, 21796.0, 5933.0, 30911.0]"
37389.0,"[13304.0, 27019.0, 50596.0, 26587.0]"
27019.0,"[50596.0, 17895.0, 37389.0, 13304.0, 26587.0]"
50596.0,"[13304.0, 27019.0, 37389.0, 26587.0]"
26587.0,"[27019.0, 50596.0, 37389.0]"
13304.0,"[10997.0, 27019.0, 50596.0, 37389.0]"
78678.0,[69839.0]
69839.0,"[54674.0, 78678.0]"
78686.0,[47813.0]
47813.0,[78686.0]
78773.0,"[22724.0, 7024.0, 69787.0, 31101.0, 5662.0]"
22724.0,"[77934.0, 52208.0, 7024.0, 78773.0, 31101.0]"
69787.0,"[52208.0, 29957.0, 78773.0, 5662.0]"
31101.0,"[9948.0, 22724.0, 78773.0]"
7024.0,"[7138.0, 22724.0, 20814.0, 21743.0, 78773.0, 9948.0]"
78781.0,[9262.0]
9262.0,[78781.0]
78770.0,[69829.0]
69829.0,"[78770.0, 67581.0]"
78766.0,[9162.0]
9162.0,[78766.0]
78840.0,"[23450.0, 27796.0]"
23450.0,"[78840.0, 68048.0]"
27796.0,"[78840.0, 27792.0]"
78801.0,[50644.0]
50644.0,[78801.0]
