DonorId,Potential Duplicates
43047.0,"[53886.0, 54423.0]"
26821.0,"[6378.0, 34466.0]"
69687.0,[25478.0]
25478.0,[69687.0]
69812.0,[1944.0]
1944.0,"[69812.0, 10308.0]"
25864.0,[9804.0]
9804.0,[25864.0]
68068.0,[74153.0]
69891.0,[2658.0]
2658.0,[69891.0]
67871.0,[50762.0]
50762.0,[67871.0]
36363.0,[25198.0]
25198.0,[36363.0]
53883.0,"[26745.0, 2399.0]"
5596.0,"[10240.0, 10280.0]"
10240.0,"[10280.0, 5596.0]"
10280.0,"[10240.0, 5596.0]"
68130.0,"[19634.0, 21474.0]"
21474.0,[68130.0]
69472.0,"[18.0, 17284.0]"
17284.0,[69472.0]
53934.0,[52318.0]
52318.0,[53934.0]
48226.0,[24972.0]
24972.0,[48226.0]
69623.0,[49839.0]
49839.0,[69623.0]
21911.0,"[36632.0, 18748.0]"
27728.0,"[35429.0, 23198.0]"
23198.0,[27728.0]
35429.0,[27728.0]
69685.0,[74134.0]
23448.0,[69692.0]
68138.0,[24913.0]
24913.0,[68138.0]
5109.0,[68842.0]
69781.0,[48736.0]
69655.0,[4938.0]
4938.0,[69655.0]
4175.0,"[69516.0, 37420.0, 999.0]"
69800.0,[25508.0]
25508.0,[69800.0]
15763.0,"[74208.0, 22580.0]"
68830.0,"[8577.0, 6147.0]"
6147.0,"[8577.0, 68830.0, 3959.0]"
8577.0,"[6147.0, 68830.0, 3959.0]"
68855.0,[11131.0]
38078.0,"[3321.0, 42970.0]"
3321.0,[38078.0]
42970.0,[38078.0]
2636.0,[5310.0]
5310.0,[2636.0]
69862.0,"[1402.0, 6500.0, 2111.0]"
2111.0,"[9001.0, 1402.0, 6500.0, 69862.0]"
1402.0,"[6500.0, 69862.0, 2111.0]"
30416.0,"[7121.0, 18499.0]"
18499.0,[30416.0]
7121.0,"[30416.0, 2523.0]"
47495.0,"[69784.0, 6581.0, 22760.0]"
30032.0,"[69784.0, 19905.0]"
22760.0,"[69784.0, 20587.0, 6581.0, 47495.0]"
69721.0,[25436.0]
25436.0,[69721.0]
24690.0,"[69486.0, 9150.0, 9113.0, 1310.0, 10238.0, 30623.0]"
43712.0,"[12657.0, 1282.0]"
1282.0,"[43712.0, 12657.0]"
12657.0,"[43712.0, 1282.0]"
69599.0,[49823.0]
49823.0,[69599.0]
6010.0,"[29317.0, 9004.0, 1750.0, 20088.0, 13341.0]"
1750.0,"[29317.0, 20088.0, 9004.0, 47480.0, 6010.0, 13341.0]"
9004.0,"[6010.0, 29317.0, 1750.0]"
29317.0,"[6010.0, 9004.0, 13341.0, 1750.0]"
13341.0,"[6010.0, 29317.0, 1750.0]"
69678.0,[36734.0]
18283.0,[46782.0]
69602.0,"[16145.0, 23699.0]"
23699.0,"[16145.0, 69602.0]"
16145.0,"[69602.0, 23699.0]"
25558.0,"[21144.0, 28632.0]"
21144.0,"[28632.0, 25558.0]"
28632.0,"[21144.0, 25558.0]"
69736.0,"[23673.0, 26707.0]"
26707.0,[69736.0]
23673.0,[69736.0]
69499.0,"[77969.0, 5535.0]"
11536.0,"[11088.0, 46825.0, 10939.0, 74159.0]"
56093.0,[3035.0]
69625.0,[25134.0]
25134.0,[69625.0]
69560.0,[6512.0]
11146.0,[8188.0]
16030.0,[8188.0]
69827.0,"[78083.0, 23447.0]"
23447.0,[69827.0]
78083.0,[69827.0]
69743.0,"[10262.0, 15735.0]"
10262.0,[69743.0]
15735.0,"[15744.0, 23735.0, 69743.0]"
56094.0,[44614.0]
44614.0,"[16237.0, 56094.0]"
67486.0,[67238.0]
67238.0,"[23436.0, 67486.0]"
69797.0,[10040.0]
10040.0,[69797.0]
30954.0,[27730.0]
27730.0,[30954.0]
69494.0,[18326.0]
18326.0,"[9910.0, 69494.0]"
56095.0,[20730.0]
20730.0,[56095.0]
56097.0,[16238.0]
16238.0,[56097.0]
885.0,"[7032.0, 34306.0, 1139.0, 858.0]"
34306.0,"[858.0, 885.0, 9911.0]"
1139.0,"[4135.0, 4939.0, 28334.0, 885.0, 6425.0, 858.0]"
7032.0,"[16288.0, 5641.0, 67562.0, 10420.0, 885.0]"
858.0,"[34306.0, 933.0, 4939.0, 1139.0, 885.0, 6425.0]"
69791.0,[16855.0]
17458.0,"[25165.0, 67581.0]"
67290.0,[24195.0]
24195.0,[67290.0]
53795.0,[68025.0]
68025.0,[53795.0]
69611.0,[20019.0]
20019.0,"[23474.0, 69611.0]"
16360.0,[54684.0]
36386.0,"[17427.0, 23255.0]"
17427.0,"[36386.0, 23255.0]"
23255.0,"[36386.0, 17427.0]"
24950.0,"[28193.0, 905.0, 27469.0, 27805.0]"
27805.0,"[21857.0, 28193.0, 905.0, 27469.0, 24950.0, 30039.0]"
27469.0,"[21857.0, 28193.0, 905.0, 24950.0, 27805.0]"
28193.0,"[21857.0, 905.0, 27469.0, 24950.0, 30039.0, 27805.0]"
905.0,"[21857.0, 28193.0, 27469.0, 24950.0, 27805.0]"
69763.0,[44055.0]
44055.0,[69763.0]
69760.0,[1099.0]
1099.0,[69760.0]
67928.0,[53823.0]
17593.0,"[36608.0, 20390.0, 26006.0]"
26006.0,"[36608.0, 17593.0, 20390.0]"
20390.0,"[36608.0, 17593.0, 20389.0, 26006.0]"
36608.0,"[17593.0, 26006.0, 20389.0, 20390.0]"
30107.0,[29917.0]
29917.0,[30107.0]
16359.0,"[23544.0, 17386.0]"
17386.0,"[23544.0, 16359.0]"
23544.0,"[17386.0, 16359.0]"
19386.0,"[20204.0, 67956.0]"
20204.0,"[19386.0, 8569.0, 21082.0, 67956.0]"
18094.0,[12322.0]
12322.0,[18094.0]
16026.0,"[67420.0, 54661.0]"
53882.0,[54661.0]
11520.0,[1479.0]
1479.0,[11520.0]
34502.0,"[138.0, 67283.0, 34486.0]"
54423.0,[43047.0]
17310.0,"[2271.0, 67291.0, 13292.0, 30623.0]"
28271.0,"[29976.0, 30132.0, 27838.0]"
55964.0,"[29819.0, 54029.0, 18015.0, 33519.0]"
22622.0,[24786.0]
34532.0,[233.0]
233.0,[34532.0]
26140.0,[20436.0]
22137.0,"[6611.0, 20436.0, 19062.0]"
19255.0,"[22242.0, 5415.0]"
54408.0,[12082.0]
12082.0,[54408.0]
17194.0,[12127.0]
12127.0,[17194.0]
50193.0,"[1761.0, 10523.0, 49969.0, 671.0]"
1761.0,"[50193.0, 16018.0, 671.0]"
671.0,"[50193.0, 21555.0, 1761.0]"
49969.0,[50193.0]
55962.0,[18915.0]
18915.0,"[54464.0, 55962.0, 18899.0]"
44859.0,[2211.0]
56006.0,"[9284.0, 10565.0]"
10565.0,"[9284.0, 56006.0]"
9284.0,"[10565.0, 56006.0]"
56045.0,[26159.0]
26159.0,[56045.0]
22580.0,"[15763.0, 47054.0]"
38954.0,"[5535.0, 67600.0, 16659.0, 67420.0, 31455.0]"
23436.0,[67238.0]
48248.0,"[10372.0, 67348.0]"
67348.0,"[48248.0, 10372.0]"
10372.0,"[48248.0, 67348.0]"
26289.0,"[56066.0, 78742.0]"
19183.0,[13550.0]
13550.0,[19183.0]
56046.0,"[34673.0, 48898.0, 12940.0, 48783.0]"
48783.0,"[34673.0, 56046.0]"
12940.0,"[3193.0, 56046.0]"
48898.0,[56046.0]
34673.0,"[56046.0, 48783.0]"
47824.0,[50227.0]
50227.0,[47824.0]
68046.0,[53822.0]
53822.0,[68046.0]
54704.0,[48785.0]
48785.0,[54704.0]
67463.0,"[23800.0, 18157.0]"
23800.0,[67463.0]
18157.0,[67463.0]
67607.0,"[27784.0, 68027.0, 30852.0, 30182.0]"
67887.0,[7719.0]
56062.0,[9283.0]
9283.0,"[10644.0, 56062.0]"
67938.0,"[34600.0, 53773.0]"
34600.0,"[67938.0, 53773.0]"
53773.0,"[34600.0, 67938.0]"
125.0,[8966.0]
8966.0,[125.0]
36451.0,[25144.0]
25144.0,[36451.0]
67518.0,"[25091.0, 19747.0]"
19747.0,"[17509.0, 67518.0]"
25091.0,[67518.0]
19933.0,[26421.0]
26421.0,[19933.0]
67996.0,[25847.0]
25847.0,[67996.0]
38067.0,[20030.0]
20030.0,[38067.0]
3145.0,[13978.0]
13978.0,[3145.0]
30219.0,[31194.0]
31194.0,[30219.0]
67274.0,[9974.0]
9974.0,[67274.0]
26486.0,[2310.0]
2310.0,[26486.0]
37983.0,[23958.0]
23958.0,[37983.0]
5592.0,"[6369.0, 16133.0, 19151.0, 979.0, 50615.0, 48696.0, 8988.0, 55998.0]"
16133.0,"[21296.0, 10134.0, 55998.0, 5592.0]"
69831.0,"[22576.0, 16877.0]"
22576.0,[69831.0]
16877.0,"[4198.0, 69831.0]"
67562.0,"[7032.0, 5641.0, 10420.0, 1094.0]"
10420.0,"[7032.0, 19761.0, 67562.0, 10228.0]"
1094.0,[67562.0]
3210.0,[6274.0]
21917.0,"[46728.0, 5230.0]"
47171.0,"[54696.0, 25649.0]"
67490.0,"[17221.0, 942.0]"
942.0,[67490.0]
67330.0,[25201.0]
25201.0,[67330.0]
67569.0,[3077.0]
15028.0,"[16841.0, 6642.0, 19157.0]"
16841.0,"[15028.0, 19157.0]"
19157.0,"[16841.0, 15028.0]"
6642.0,"[652.0, 68146.0, 15028.0]"
67447.0,[54031.0]
54031.0,[67447.0]
67863.0,[18678.0]
18678.0,[67863.0]
67595.0,[13280.0]
13280.0,"[67595.0, 2126.0]"
18046.0,[23498.0]
23498.0,[18046.0]
8417.0,[1504.0]
1504.0,[8417.0]
46786.0,[24111.0]
24111.0,[46786.0]
14.0,"[2453.0, 1190.0]"
2453.0,"[14.0, 4559.0]"
1190.0,"[5387.0, 14.0, 4559.0]"
67952.0,[10676.0]
10676.0,[67952.0]
31286.0,[28322.0]
28322.0,[31286.0]
75228.0,[20904.0]
20904.0,[75228.0]
67846.0,"[24180.0, 18454.0]"
67599.0,[11768.0]
11768.0,"[6173.0, 67599.0]"
42957.0,[50747.0]
67396.0,"[20704.0, 2396.0]"
2396.0,"[20704.0, 43684.0, 67396.0]"
20704.0,"[67396.0, 2396.0, 48279.0]"
67456.0,"[14450.0, 18247.0]"
18247.0,"[67456.0, 14450.0]"
14450.0,"[67456.0, 18247.0]"
67277.0,[23283.0]
23283.0,[67277.0]
54678.0,"[26759.0, 150.0, 33519.0]"
21536.0,[17493.0]
17493.0,[21536.0]
67507.0,[2143.0]
2143.0,[67507.0]
48683.0,[24850.0]
24850.0,[48683.0]
15427.0,"[7624.0, 21089.0, 67975.0]"
54603.0,[21566.0]
21566.0,[54603.0]
67598.0,[25185.0]
25185.0,"[10098.0, 67598.0]"
56026.0,"[2439.0, 54029.0, 33519.0, 77969.0, 14870.0]"
67500.0,[30448.0]
30448.0,[67500.0]
67612.0,"[47081.0, 8163.0]"
47081.0,"[8163.0, 67612.0]"
8163.0,"[47081.0, 3257.0, 67612.0]"
34348.0,"[49811.0, 74135.0]"
67380.0,[10288.0]
10288.0,[67380.0]
56057.0,[5543.0]
5543.0,[56057.0]
67279.0,[53879.0]
53879.0,"[34329.0, 67279.0]"
37945.0,"[18427.0, 15917.0]"
18427.0,"[37945.0, 9993.0]"
15917.0,"[37945.0, 9993.0]"
4229.0,"[1769.0, 5399.0]"
28778.0,"[1769.0, 5399.0]"
67546.0,"[19209.0, 11234.0, 16703.0]"
16703.0,"[19209.0, 67546.0, 10523.0]"
11234.0,[67546.0]
19209.0,"[67546.0, 16703.0]"
12300.0,[16064.0]
16064.0,[12300.0]
67278.0,[16350.0]
67261.0,[23562.0]
23562.0,[67261.0]
24784.0,[22304.0]
22304.0,[24784.0]
67931.0,[49980.0]
49980.0,"[34562.0, 67931.0]"
67540.0,[22744.0]
50183.0,[45933.0]
45933.0,[50183.0]
68048.0,[23450.0]
67240.0,[23015.0]
23015.0,[67240.0]
68846.0,[25671.0]
10748.0,"[11417.0, 10422.0]"
10422.0,[10748.0]
11417.0,"[52505.0, 10748.0]"
67289.0,[24141.0]
24141.0,[67289.0]
67341.0,"[17330.0, 18428.0]"
18428.0,[67341.0]
67337.0,[48222.0]
48222.0,[67337.0]
1131.0,"[10269.0, 733.0]"
733.0,[1131.0]
10269.0,[1131.0]
22605.0,"[13448.0, 13561.0]"
13561.0,"[50133.0, 78051.0, 22605.0]"
13448.0,[22605.0]
21579.0,"[23641.0, 67429.0]"
53885.0,[10267.0]
10267.0,[53885.0]
69764.0,"[187.0, 28421.0]"
28421.0,"[187.0, 69764.0]"
187.0,"[69764.0, 28421.0]"
67233.0,[23313.0]
23313.0,[67233.0]
43636.0,[24047.0]
24047.0,[43636.0]
67419.0,"[23477.0, 52263.0]"
52263.0,"[67419.0, 23477.0]"
23477.0,"[67419.0, 52263.0]"
53880.0,[2037.0]
2037.0,[53880.0]
47862.0,[54605.0]
36714.0,[54605.0]
47839.0,[56029.0]
68020.0,"[345.0, 21934.0]"
345.0,"[68020.0, 4741.0, 21934.0]"
21934.0,"[345.0, 6841.0, 68020.0]"
9777.0,"[67953.0, 30851.0]"
54671.0,[52485.0]
52485.0,[54671.0]
67476.0,[8787.0]
8787.0,[67476.0]
67924.0,[50655.0]
7020.0,[8774.0]
8774.0,[7020.0]
53978.0,"[36324.0, 3117.0]"
30716.0,"[13996.0, 67566.0]"
68032.0,[46032.0]
46032.0,[68032.0]
10150.0,[26146.0]
18522.0,[25088.0]
25088.0,[18522.0]
67879.0,"[9714.0, 47684.0, 67884.0]"
9714.0,[67879.0]
67884.0,[67879.0]
67417.0,"[17230.0, 13199.0]"
17230.0,[67417.0]
13199.0,[67417.0]
23847.0,"[27950.0, 44895.0]"
23335.0,"[10378.0, 99.0]"
67318.0,[30392.0]
30392.0,[67318.0]
67230.0,[10388.0]
10388.0,[67230.0]
54705.0,[21359.0]
21359.0,[54705.0]
36382.0,"[38082.0, 6525.0, 25279.0]"
38082.0,"[36382.0, 25279.0]"
25279.0,"[38082.0, 36382.0]"
67302.0,[24360.0]
53949.0,[10086.0]
10086.0,"[2209.0, 53949.0]"
68146.0,"[6642.0, 652.0]"
652.0,"[6642.0, 68146.0]"
53877.0,"[16053.0, 1062.0]"
1062.0,"[2416.0, 8968.0, 53877.0, 16053.0]"
54681.0,[11058.0]
11058.0,[54681.0]
18552.0,[9990.0]
9990.0,[18552.0]
28583.0,"[76452.0, 56054.0]"
23748.0,[20050.0]
67950.0,[50760.0]
50760.0,[67950.0]
67227.0,[17378.0]
17378.0,[67227.0]
55972.0,[5645.0]
5645.0,"[18216.0, 55972.0]"
30788.0,[23785.0]
23785.0,[30788.0]
67465.0,[34334.0]
34334.0,[67465.0]
68026.0,[50754.0]
50754.0,"[19042.0, 68026.0, 33438.0]"
67372.0,"[23355.0, 13340.0]"
13340.0,"[23355.0, 67372.0]"
23355.0,"[67372.0, 13340.0]"
67418.0,[23759.0]
23759.0,[67418.0]
6549.0,[18310.0]
18310.0,[6549.0]
46745.0,"[15353.0, 36692.0]"
15353.0,"[46745.0, 36692.0]"
36692.0,"[46745.0, 15353.0]"
47867.0,"[6461.0, 23918.0]"
6461.0,"[9081.0, 47867.0]"
23918.0,"[9081.0, 47867.0]"
7069.0,"[27954.0, 9014.0, 2426.0, 23386.0, 18207.0]"
18207.0,"[23386.0, 2426.0, 7069.0, 9014.0]"
27954.0,"[2426.0, 7069.0, 23386.0, 9014.0]"
67532.0,[54029.0]
67373.0,"[49787.0, 2388.0]"
2388.0,[67373.0]
49787.0,[67373.0]
67573.0,[20042.0]
20042.0,[67573.0]
19994.0,[6025.0]
6025.0,[19994.0]
25116.0,[13216.0]
13216.0,[25116.0]
67353.0,[12240.0]
12240.0,[67353.0]
67872.0,[16612.0]
16612.0,[67872.0]
67553.0,"[736.0, 1214.0]"
736.0,[67553.0]
1214.0,[67553.0]
7614.0,[2461.0]
2461.0,[7614.0]
48241.0,[14429.0]
14429.0,[48241.0]
24459.0,[78230.0]
78230.0,[24459.0]
24442.0,[38963.0]
38963.0,[24442.0]
11755.0,[46844.0]
46844.0,[11755.0]
23216.0,"[25251.0, 36375.0]"
68045.0,[53828.0]
53828.0,[68045.0]
7052.0,[25212.0]
25212.0,[7052.0]
43042.0,"[19053.0, 13637.0]"
13637.0,"[43042.0, 19053.0]"
19053.0,"[43042.0, 13637.0]"
48693.0,[15828.0]
29976.0,"[30132.0, 28271.0]"
30132.0,"[29976.0, 28271.0]"
50592.0,[10566.0]
10566.0,[50592.0]
54377.0,[17215.0]
17215.0,[54377.0]
47009.0,[3126.0]
3126.0,[47009.0]
18829.0,[13501.0]
13501.0,[18829.0]
54406.0,[21665.0]
54392.0,[22153.0]
22153.0,[54392.0]
19264.0,"[37384.0, 9249.0, 22078.0, 13631.0]"
22078.0,"[19264.0, 9249.0, 3921.0, 15734.0, 9275.0]"
9249.0,"[19264.0, 12096.0, 14500.0, 22078.0]"
17929.0,[14993.0]
14993.0,[17929.0]
54367.0,[26647.0]
54418.0,[5490.0]
5490.0,[54418.0]
54336.0,"[2492.0, 26206.0]"
2492.0,[54336.0]
26206.0,[54336.0]
50649.0,[24845.0]
18241.0,"[24845.0, 14719.0]"
6841.0,"[2905.0, 4741.0, 21934.0]"
12391.0,"[11089.0, 16819.0, 14557.0, 9207.0]"
14557.0,"[11089.0, 9207.0, 12391.0]"
11089.0,"[28783.0, 9207.0, 14557.0, 12391.0]"
16819.0,[12391.0]
9207.0,"[28783.0, 11089.0, 14557.0, 12391.0]"
15567.0,"[13.0, 18653.0]"
18653.0,[15567.0]
13.0,"[9136.0, 30105.0, 16846.0, 15567.0]"
54386.0,[33449.0]
33449.0,[54386.0]
44054.0,"[21304.0, 54338.0]"
16753.0,[4281.0]
4281.0,"[16753.0, 1986.0]"
50653.0,[46317.0]
46317.0,[50653.0]
22249.0,"[33425.0, 30362.0, 33524.0]"
33524.0,"[22249.0, 30362.0, 19709.0]"
33425.0,[22249.0]
50144.0,"[4603.0, 9198.0, 46319.0]"
4603.0,"[50144.0, 9280.0, 9250.0, 12095.0, 19231.0]"
2297.0,[1500.0]
1500.0,[2297.0]
44861.0,[13518.0]
13518.0,[44861.0]
7061.0,"[8241.0, 25191.0]"
8241.0,"[7061.0, 25191.0]"
53842.0,[23703.0]
23703.0,[53842.0]
18183.0,[16290.0]
16290.0,[18183.0]
53878.0,[8162.0]
48279.0,[20704.0]
46962.0,[68115.0]
68115.0,"[23994.0, 46962.0]"
67453.0,[16240.0]
16240.0,[67453.0]
53819.0,[27722.0]
27722.0,"[53819.0, 27719.0]"
35398.0,"[29562.0, 26325.0]"
69934.0,[83231.0]
53967.0,[19915.0]
19915.0,[53967.0]
1789.0,[944.0]
52416.0,"[20234.0, 36629.0]"
36629.0,"[52416.0, 20234.0]"
20234.0,"[52416.0, 36629.0]"
53966.0,[10409.0]
10409.0,[53966.0]
52401.0,[53825.0]
53825.0,[52401.0]
54024.0,[20828.0]
20828.0,[54024.0]
44569.0,[53831.0]
53831.0,[44569.0]
18347.0,[9942.0]
9942.0,[18347.0]
52462.0,[10192.0]
10192.0,"[17294.0, 52462.0]"
52415.0,[46721.0]
46721.0,"[26808.0, 52415.0]"
4158.0,"[964.0, 30357.0, 1743.0]"
30357.0,"[964.0, 4158.0, 1743.0]"
964.0,"[30357.0, 4158.0, 1743.0]"
1743.0,"[964.0, 30357.0, 4158.0]"
4352.0,"[34410.0, 2829.0, 561.0, 43923.0, 11895.0]"
53953.0,[9231.0]
9231.0,"[53953.0, 12154.0, 20492.0]"
53816.0,"[21948.0, 15725.0, 26871.0]"
15725.0,"[53816.0, 22922.0, 21948.0, 10812.0]"
26871.0,"[53816.0, 10812.0]"
21948.0,"[53816.0, 22922.0, 10812.0, 15725.0]"
54020.0,"[28946.0, 30223.0]"
30223.0,"[28946.0, 54020.0]"
28946.0,"[54020.0, 30223.0]"
54021.0,[9118.0]
9118.0,[54021.0]
17369.0,"[952.0, 53875.0, 15421.0]"
53983.0,[25135.0]
25135.0,[53983.0]
47060.0,[3107.0]
3107.0,[47060.0]
53906.0,[15015.0]
15015.0,[53906.0]
50609.0,[54569.0]
54569.0,[50609.0]
52464.0,[7295.0]
7295.0,"[52464.0, 27374.0]"
27776.0,[46859.0]
46859.0,[27776.0]
50230.0,[27808.0]
27808.0,"[27472.0, 50230.0]"
36404.0,[24044.0]
24044.0,[36404.0]
988.0,"[3009.0, 10041.0]"
3009.0,"[10041.0, 988.0]"
10041.0,"[3009.0, 988.0]"
53855.0,[25004.0]
25004.0,[53855.0]
52492.0,[825.0]
825.0,[52492.0]
8996.0,"[13721.0, 4963.0]"
13721.0,[8996.0]
53843.0,[30150.0]
43929.0,[81760.0]
14576.0,"[48776.0, 14656.0]"
48776.0,"[14576.0, 14656.0]"
14656.0,"[14576.0, 48776.0]"
7151.0,[1061.0]
1061.0,[7151.0]
53874.0,[7851.0]
7851.0,[53874.0]
23994.0,"[68115.0, 23423.0]"
47036.0,[78051.0]
6444.0,"[4528.0, 18111.0]"
4528.0,"[6444.0, 18111.0]"
53990.0,[43039.0]
43039.0,[53990.0]
8752.0,[47040.0]
47040.0,[8752.0]
11630.0,"[29819.0, 29516.0, 54029.0, 10590.0]"
53890.0,[33519.0]
28256.0,"[1721.0, 1748.0]"
1721.0,"[28256.0, 1748.0, 2117.0, 1735.0]"
1748.0,"[28256.0, 1721.0, 2117.0, 1735.0]"
53982.0,[44689.0]
44689.0,[53982.0]
50208.0,"[2464.0, 1892.0]"
48407.0,[2464.0]
54013.0,[34523.0]
34523.0,[54013.0]
54352.0,"[17897.0, 19943.0]"
17897.0,"[54352.0, 24793.0, 11704.0]"
19943.0,"[54352.0, 23754.0]"
33438.0,[50754.0]
19042.0,"[13538.0, 50754.0]"
13864.0,[7852.0]
7852.0,[13864.0]
53767.0,[24367.0]
24367.0,[53767.0]
46756.0,[23523.0]
36458.0,[25174.0]
25174.0,[36458.0]
6021.0,[2945.0]
2945.0,[6021.0]
48696.0,"[5592.0, 22487.0, 50615.0]"
8988.0,"[5592.0, 23298.0]"
34329.0,"[25182.0, 53879.0]"
52498.0,"[3786.0, 26717.0]"
18263.0,"[54568.0, 23288.0]"
54568.0,"[23288.0, 18263.0]"
23288.0,"[54568.0, 18263.0]"
21551.0,[23966.0]
23966.0,[21551.0]
16340.0,"[14779.0, 31476.0]"
36389.0,"[14818.0, 25298.0]"
25298.0,"[14818.0, 36389.0]"
14818.0,"[25298.0, 36389.0]"
5952.0,"[16016.0, 31158.0]"
31158.0,[5952.0]
16016.0,[5952.0]
32066.0,"[32376.0, 47972.0]"
32376.0,"[32066.0, 47972.0]"
47972.0,"[32376.0, 32066.0]"
53858.0,[20854.0]
20854.0,[53858.0]
53815.0,"[20264.0, 13755.0, 24591.0]"
20264.0,"[43913.0, 13755.0, 24591.0, 53815.0]"
13755.0,"[20264.0, 43913.0, 53815.0]"
24591.0,"[20264.0, 43913.0, 53815.0]"
16314.0,[18547.0]
18547.0,[16314.0]
1017.0,"[78051.0, 196.0]"
196.0,[1017.0]
53820.0,[6670.0]
53810.0,[26858.0]
26858.0,"[34283.0, 53810.0, 29811.0, 36634.0, 31323.0]"
50285.0,[22312.0]
22312.0,[50285.0]
2685.0,[4220.0]
4220.0,[2685.0]
50638.0,"[50256.0, 19196.0]"
19196.0,[50638.0]
50256.0,[50638.0]
16732.0,"[31718.0, 4551.0]"
31718.0,[16732.0]
17896.0,[47959.0]
47959.0,"[17896.0, 2224.0]"
42992.0,"[48706.0, 13452.0, 11586.0]"
13452.0,"[42992.0, 48706.0, 27132.0]"
24700.0,"[11665.0, 50155.0, 19236.0, 2671.0]"
20551.0,[23113.0]
23113.0,[20551.0]
50640.0,"[8001.0, 26042.0, 7859.0]"
26042.0,"[50640.0, 8001.0]"
7859.0,"[50640.0, 8001.0]"
48692.0,[19072.0]
19072.0,[48692.0]
50622.0,[44862.0]
44862.0,[50622.0]
45274.0,[26606.0]
26606.0,[45274.0]
47001.0,[1412.0]
46783.0,[27029.0]
5466.0,"[33506.0, 21942.0, 9975.0]"
15831.0,"[12401.0, 33506.0, 16845.0]"
52258.0,"[2433.0, 18437.0]"
2433.0,"[52258.0, 18437.0]"
18437.0,"[2433.0, 52258.0, 23726.0]"
50618.0,[52307.0]
52307.0,[50618.0]
15944.0,[17371.0]
52204.0,[29647.0]
29647.0,[52204.0]
52340.0,[6408.0]
6408.0,"[6036.0, 52340.0]"
52384.0,[54545.0]
54545.0,[52384.0]
52385.0,[9584.0]
9584.0,[52385.0]
50238.0,[24453.0]
24453.0,[50238.0]
52280.0,[43647.0]
43647.0,"[52280.0, 29600.0]"
36443.0,[23417.0]
23417.0,[36443.0]
50594.0,[24849.0]
24849.0,[50594.0]
52206.0,[20111.0]
54464.0,[18915.0]
50643.0,[30469.0]
30469.0,[50643.0]
43767.0,[6333.0]
6333.0,[43767.0]
37997.0,"[26413.0, 18535.0]"
18535.0,[37997.0]
26413.0,[37997.0]
19420.0,"[7649.0, 26779.0, 50740.0]"
52322.0,"[27920.0, 27940.0, 27943.0]"
27943.0,"[52322.0, 27940.0]"
27920.0,"[52322.0, 34604.0]"
27940.0,"[52322.0, 27899.0, 27943.0]"
1892.0,[50208.0]
50664.0,[22284.0]
22284.0,"[50664.0, 13597.0, 7871.0]"
16162.0,[14405.0]
14405.0,"[16162.0, 25311.0]"
14666.0,[7162.0]
7162.0,[14666.0]
27592.0,[25217.0]
25217.0,"[27592.0, 45523.0]"
52241.0,[23839.0]
23839.0,[52241.0]
45722.0,[10254.0]
10254.0,[45722.0]
2271.0,"[12008.0, 9113.0, 13292.0, 17310.0]"
4883.0,"[12008.0, 9113.0, 1310.0]"
14312.0,[7134.0]
7134.0,[14312.0]
50254.0,[46852.0]
46852.0,[50254.0]
50656.0,[18918.0]
18918.0,[50656.0]
26808.0,[46721.0]
53781.0,[24355.0]
24355.0,[53781.0]
48904.0,"[43649.0, 13195.0]"
13195.0,"[48904.0, 26268.0]"
43649.0,"[48904.0, 26750.0]"
1306.0,[9699.0]
9699.0,[1306.0]
48903.0,[50288.0]
50288.0,[48903.0]
52277.0,[20047.0]
20047.0,[52277.0]
45979.0,"[30473.0, 28446.0]"
28446.0,"[30473.0, 45979.0]"
30473.0,"[45979.0, 28446.0]"
37965.0,[24082.0]
24082.0,[37965.0]
37532.0,[24452.0]
24452.0,[37532.0]
45603.0,[2062.0]
50727.0,[46951.0]
46951.0,[50727.0]
22783.0,[2097.0]
2097.0,[22783.0]
5658.0,[9109.0]
9109.0,"[23400.0, 5658.0]"
24048.0,"[8968.0, 16053.0]"
48729.0,"[4178.0, 18542.0]"
4178.0,"[48729.0, 23266.0, 18542.0]"
18542.0,"[48729.0, 23266.0, 4178.0]"
49834.0,[43725.0]
43725.0,"[25577.0, 49834.0, 13300.0]"
12350.0,"[17857.0, 16050.0, 48876.0]"
17857.0,"[16050.0, 48876.0, 12350.0]"
16050.0,"[17857.0, 12350.0]"
12093.0,"[677.0, 48710.0, 12084.0, 16667.0, 4989.0]"
4989.0,"[19266.0, 10691.0, 677.0, 48710.0, 48744.0, 12084.0, 12093.0]"
7243.0,"[5139.0, 4707.0, 78027.0, 84007.0]"
3359.0,[3979.0]
3979.0,"[25760.0, 3359.0]"
16864.0,[50133.0]
12702.0,"[3963.0, 14499.0]"
14499.0,[12702.0]
3963.0,[12702.0]
50139.0,[19165.0]
19165.0,[50139.0]
3380.0,"[44570.0, 7684.0, 7007.0]"
3.0,"[38016.0, 11.0]"
38016.0,[3.0]
11.0,[3.0]
54553.0,"[14870.0, 18015.0]"
49806.0,[87106.0]
48849.0,[24539.0]
24539.0,[48849.0]
49977.0,[50027.0]
50027.0,[49977.0]
6070.0,"[9232.0, 22106.0]"
9232.0,"[20428.0, 6070.0]"
22106.0,"[20428.0, 6070.0]"
54577.0,"[6036.0, 14367.0]"
14367.0,"[54577.0, 6036.0]"
6036.0,"[6408.0, 54577.0, 14367.0]"
