RegulatedEntityName,DonationsValue,DonationEvents,DonationMean,RegEntity_Group
Mr Craig Whittaker MP,22240.73,7,3177.247142857143,Very Small Entity
Mr Crispin Jeremy Rupert Blunt MP,132516.11,34,3897.532647058823,Very Small Entity
Mr Damian Collins MP,13940.0,4,3485.0,Very Small Entity
Mr Damian Green MP,1563.5,1,1563.5,Single Donation Entity
Mr Damien Egan,4000.0,1,4000.0,Single Donation Entity
Mr Damien Moore,20772.82,5,4154.564,Very Small Entity
Mr Dan Norris,9484.2,2,4742.1,Very Small Entity
Mr Daniel Byles MP,5921.469999999999,2,2960.7349999999997,Very Small Entity
Mr Daniel Hannan,3933.9,1,3933.9,Single Donation Entity
Mr Daniel Kawczynski MP,62387.78,18,3465.987777777778,Very Small Entity
Mr Darren Grimes,1350630.3599999999,8,168828.79499999998,Very Small Entity
Mr Darren Jones,49992.65,5,9998.53,Very Small Entity
Mr Darren Millar,6186.0,3,2062.0,Very Small Entity
Mr Dave Watts MP,20167.370000000003,4,5041.842500000001,Very Small Entity
Mr David Anderson MP,25812.6,10,2581.2599999999998,Very Small Entity
Mr David Borrow MP,1199.69,1,1199.69,Single Donation Entity
Mr David Burrowes MP,2276.0,1,2276.0,Single Donation Entity
Mr David Cairns MP,11338.52,5,2267.704,Very Small Entity
Mr David Campbell Bannerman,1501.0,1,1501.0,Single Donation Entity
Mr David Chaytor MP,15345.2,3,5115.066666666667,Very Small Entity
Mr David Chidgey MP,5245.2,1,5245.2,Single Donation Entity
Mr David Clelland MP,6845.2,2,3422.6,Very Small Entity
Mr David Davies MP,4199.98,2,2099.99,Very Small Entity
Mr David Gauke MP,22704.67,1,22704.67,Single Donation Entity
Mr David Gold,2000.0,1,2000.0,Single Donation Entity
Mr David Hamilton MP,18241.2,5,3648.2400000000002,Very Small Entity
Mr David Heath MP,5353.0,2,2676.5,Very Small Entity
Mr David Laurie Ruffley MP,68450.89,12,5704.240833333333,Very Small Entity
Mr David Marshall MP,10345.2,2,5172.6,Very Small Entity
Mr David Martin,3933.9,1,3933.9,Single Donation Entity
Mr David Rutley MP,2490.0,1,2490.0,Single Donation Entity
Mr David Stewart,1620.0,1,1620.0,Single Donation Entity
Mr David Sumberg MEP,7758.9,2,3879.45,Very Small Entity
Mr David Tredinnick MP,3025.0,1,3025.0,Single Donation Entity
Mr David Warburton,144516.0,19,7606.105263157895,Very Small Entity
Mr Dean Lockhart,2000.0,1,2000.0,Single Donation Entity
Mr Declan Kearney,6055.82,1,6055.82,Single Donation Entity
Mr Denis Murphy MP,15500.0,3,5166.666666666667,Very Small Entity
Mr Dennis Turner,1500.0,1,1500.0,Single Donation Entity
Mr Derek Wyatt MP,44255.39,15,2950.3593333333333,Very Small Entity
Mr Dominic Raab MP,254478.37,30,8482.612333333333,Very Small Entity
Mr Doug Naysmith MP,3595.4,1,3595.4,Single Donation Entity
Mr Douglas Carswell MP,2000.0,1,2000.0,Single Donation Entity
Mr Douglas Henderson MP,6246.2,2,3123.1,Very Small Entity
Mr Duncan Hames,5000.0,1,5000.0,Single Donation Entity
Mr Duncan Hames MP,6003.0,2,3001.5,Very Small Entity
Mr Eddie Hughes,7277.5,2,3638.75,Very Small Entity
Mr Edward Davey MP,14607.0,6,2434.5,Very Small Entity
Mr Edward Izzard,16500.0,2,8250.0,Very Small Entity
Mr Edward McMillan-Scott MEP,3933.9,1,3933.9,Single Donation Entity
Mr Edward Timpson MP,862423.03,15,57494.86866666667,Very Small Entity
Mr Edward Vaizey MP,16274.79,5,3254.958,Very Small Entity
Mr Eric Illsley,10245.2,2,5122.6,Very Small Entity
Mr Eric Joyce MP,14031.970000000001,5,2806.3940000000002,Very Small Entity
Mr Fabian Hamilton MP,4535.68,2,2267.84,Very Small Entity
Mr Faisal Rashid,7022.17,2,3511.085,Very Small Entity
Mr Floyd Millen,1500.0,2,750.0,Very Small Entity
Mr Frank Cook MP,8245.2,2,4122.6,Very Small Entity
Mr Frank Doran MP,5245.2,1,5245.2,Single Donation Entity
Mr Frank Roy MP,11770.2,3,3923.4,Very Small Entity
Mr Franklin Roe,2500.0,1,2500.0,Single Donation Entity
Mr Fraser Kemp MP,6653.4,2,3326.7,Very Small Entity
Mr Gareth Johnson MP,3920.0,2,1960.0,Very Small Entity
Mr Gareth R Thomas MP,15301.0,3,5100.333333333333,Very Small Entity
Mr Gary Middleton,2144.0,1,2144.0,Single Donation Entity
Mr Gary Nicholas Streeter MP,18033.2,4,4508.3,Very Small Entity
Mr Gary Titley,15258.9,4,3814.725,Very Small Entity
Mr Gavin Shuker MP,2950.0,1,2950.0,Single Donation Entity
Mr Geoffrey Clifton-Brown MP,31185.69,9,3465.0766666666664,Very Small Entity
Mr Geoffrey Van Orden,3933.9,1,3933.9,Single Donation Entity
Mr George Ferguson,4589.0,2,2294.5,Very Small Entity
Mr George Foulkes,5245.2,1,5245.2,Single Donation Entity
Mr George Galloway MP,4782.35,2,2391.175,Very Small Entity
Mr George Hollingbery MP,3000.0,1,3000.0,Single Donation Entity
Mr George Iain Duncan-Smith,100007.5,18,5555.972222222223,Very Small Entity
Mr George Mudie MP,4500.0,1,4500.0,Single Donation Entity
Mr Gerry Sutcliffe MP,3500.0,1,3500.0,Single Donation Entity
Mr Glyn Ford MEP,29000.0,5,5800.0,Very Small Entity
Mr Gordon Birtwistle MP,13471.59,3,4490.53,Very Small Entity
Mr Gordon Henderson MP,2000.0,1,2000.0,Single Donation Entity
Mr Graham Allen MP,2634.0,1,2634.0,Single Donation Entity
Mr Graham Evans MP,16319.92,3,5439.973333333333,Very Small Entity
Mr Graham Jones MP,16125.0,5,3225.0,Very Small Entity
Mr Graham Stringer MP,9779.08,4,2444.77,Very Small Entity
Mr Graham Stuart MP,39602.04,13,3046.3107692307694,Very Small Entity
Mr Graham Watson MEP,3933.9,1,3933.9,Single Donation Entity
Mr Grahame Morris MP,7200.110000000001,3,2400.036666666667,Very Small Entity
Mr Greg Mulholland MP,4043.59,2,2021.795,Very Small Entity
Mr Greg Pope MP,5100.0,1,5100.0,Single Donation Entity
Mr Gregory Campbell MP,2700.0,1,2700.0,Single Donation Entity
Mr Guto Bebb MP,30984.66,8,3873.0825,Very Small Entity
Mr Guy Opperman MP,28184.239999999998,9,3131.582222222222,Very Small Entity
Mr Hanzala Malik MSP,6500.0,1,6500.0,Single Donation Entity
Mr Harry Cohen MP,5245.2,1,5245.2,Single Donation Entity
Mr Henry Bellingham MP,5245.2,1,5245.2,Single Donation Entity
Mr Henry Porter,53350.0,5,10670.0,Very Small Entity
Mr Howard Flight,5245.2,1,5245.2,Single Donation Entity
Mr Hugh Gaffney,3000.0,1,3000.0,Single Donation Entity
Mr Humfrey Malins CBE MP,5245.2,1,5245.2,Single Donation Entity
Mr Huw Irranca-Davies MP,2421.47,1,2421.47,Single Donation Entity
Mr Huw Lewis AM,10000.0,1,10000.0,Single Donation Entity
Mr Iain Carter,2500.0,1,2500.0,Single Donation Entity
Mr Iain Gray MSP,3500.0,2,1750.0,Very Small Entity
Mr Iain Stewart,5202.0,3,1734.0,Very Small Entity
Mr Iain Stewart MP,28693.12,10,2869.312,Very Small Entity
Mr Iain Wright MP,19828.64,7,2832.662857142857,Very Small Entity
Mr Ian Austin MP,63783.0,13,4906.384615384615,Very Small Entity
Mr Ian Davidson MP,8545.2,2,4272.6,Very Small Entity
Mr Ian Hudghton,3933.9,1,3933.9,Single Donation Entity
Mr Ian Lavery MP,10604.14,3,3534.713333333333,Very Small Entity
Mr Ian Liddell-Grainger MP,8634.41,2,4317.205,Very Small Entity
Mr Ian Lucas MP,32231.97,10,3223.197,Very Small Entity
Mr Ian Murray MP,6310.1,2,3155.05,Very Small Entity
Mr Ian Swales MP,4300.0,1,4300.0,Single Donation Entity
Mr Ian Taylor MBE MP,13855.2,5,2771.04,Very Small Entity
Mr Imran Hussain MP,9397.24,4,2349.31,Very Small Entity
Mr Ivan Lewis MP,112463.43,26,4325.516538461538,Very Small Entity
Mr Jack Rankin,2000.0,1,2000.0,Single Donation Entity
Mr Jackson Carlaw,2200.0,1,2200.0,Single Donation Entity
Mr Jake Berry MP,7500.0,2,3750.0,Very Small Entity
Mr James Bovan MEP,3933.9,1,3933.9,Single Donation Entity
Mr James Brokenshire MP,7500.0,1,7500.0,Single Donation Entity
Mr James Chapman MP,5245.2,1,5245.2,Single Donation Entity
Mr James Clappison MP,2000.0,1,2000.0,Single Donation Entity
Mr James Devine MP,7396.0,2,3698.0,Very Small Entity
Mr James Duddridge MP,24615.1,7,3516.442857142857,Very Small Entity
Mr James Elles,3933.9,1,3933.9,Single Donation Entity
Mr James Gray MP,13118.2,5,2623.6400000000003,Very Small Entity
Mr James Heappey,113407.41,17,6671.024117647059,Very Small Entity
Mr James Heappy,9802.0,2,4901.0,Very Small Entity
Mr James McGovern MP,6811.0,3,2270.3333333333335,Very Small Entity
Mr James Provan MEP,3933.9,1,3933.9,Single Donation Entity
Mr James Watkins,12993.8,1,12993.8,Single Donation Entity
Mr James Wharton MP,202645.9,38,5332.786842105263,Very Small Entity
Mr Jamieson Ronald Reed MP,1528.0,1,1528.0,Single Donation Entity
Mr Jason Alexander McCartney,2000.0,1,2000.0,Single Donation Entity
Mr Jason McCartney MP,14665.0,5,2933.0,Very Small Entity
Mr Jeff Ennis MP,6845.2,2,3422.6,Very Small Entity
Mr Jeffrey Titford,3933.9,1,3933.9,Single Donation Entity
Mr Jeremy Browne MP,2634.0,1,2634.0,Single Donation Entity
Mr Jeremy Corbyn MP,336415.63,30,11213.854333333333,Very Small Entity
Mr Jeremy Lefroy MP,22189.85,11,2017.2590909090907,Very Small Entity
Mr Jesse Norman MP,8196.0,2,4098.0,Very Small Entity
Mr Jim Cousins MP,5245.2,1,5245.2,Single Donation Entity
Mr Jim Dobbin MP,4265.0,2,2132.5,Very Small Entity
Mr Jim Dowd,3000.0,1,3000.0,Single Donation Entity
Mr Jim Eadie,3108.0,1,3108.0,Single Donation Entity
Mr Jim Fitzpatrick MP,18180.0,4,4545.0,Very Small Entity
Mr Jim Knight MP,1366.0,1,1366.0,Single Donation Entity
Mr Jim Sheridan MP,40908.29,10,4090.829,Very Small Entity
Mr Jimmy Hood MP,13645.2,3,4548.400000000001,Very Small Entity
Mr John Austin MP,10845.2,3,3615.066666666667,Very Small Entity
Mr John Baron,6048.02,1,6048.02,Single Donation Entity
Mr John Barrett MP,5245.2,1,5245.2,Single Donation Entity
Mr John Biggs,6000.0,2,3000.0,Very Small Entity
Mr John C. Bowis MEP,3933.9,1,3933.9,Single Donation Entity
Mr John Corrie MEP,3933.9,1,3933.9,Single Donation Entity
Mr John Cummings MP,5245.2,1,5245.2,Single Donation Entity
Mr John Glen MP,14581.27,3,4860.423333333333,Very Small Entity
Mr John Greenway,5245.2,1,5245.2,Single Donation Entity
Mr John Grogan MP,17002.0,6,2833.6666666666665,Very Small Entity
Mr John Howell MP,15660.46,5,3132.0919999999996,Very Small Entity
Mr John Lamont MSP,14858.0,4,3714.5,Very Small Entity
Mr John Leech MP,9270.0,3,3090.0,Very Small Entity
Mr John Lyons MP,5245.2,1,5245.2,Single Donation Entity
Mr John Mann MP,82860.82,30,2762.0273333333334,Very Small Entity
Mr John Maples,5245.2,1,5245.2,Single Donation Entity
Mr John McDonnell MP,7000.0,2,3500.0,Very Small Entity
Mr John McFall MP,21901.72,6,3650.286666666667,Very Small Entity
Mr John Penrose,5190.14,1,5190.14,Single Donation Entity
Mr John Pugh MP,3000.0,1,3000.0,Single Donation Entity
Mr John Purvis,3933.9,1,3933.9,Single Donation Entity
Mr John Robertson MP,33401.37,10,3340.137,Very Small Entity
Mr John Stevenson MP,44750.0,8,5593.75,Very Small Entity
Mr John Whittingdale MP,27914.27,10,2791.427,Very Small Entity
Mr John Woodcock MP,28296.67,7,4042.3814285714284,Very Small Entity
Mr Jonathan Buckley,10644.0,2,5322.0,Very Small Entity
Mr Jonathan Cruddas MP,166472.33000000002,12,13872.694166666668,Very Small Entity
Mr Jonathan Djanogly MP,247866.36,12,20655.53,Very Small Entity
Mr Jonathan Edwards MP,4680.0,1,4680.0,Single Donation Entity
Mr Jonathan Evans MEP,8933.9,2,4466.95,Very Small Entity
Mr Jonathan Gullis,2500.0,1,2500.0,Single Donation Entity
Mr Jonathan Lord,1819.0,1,1819.0,Single Donation Entity
Mr Jonathan Reynolds MP,25402.920000000002,6,4233.820000000001,Very Small Entity
Mr Jonathan Sayeed MP,5245.2,1,5245.2,Single Donation Entity
Mr Joseph Johnson,29295.64,7,4185.091428571429,Very Small Entity
Mr Julian Brazier MP,6509.75,2,3254.875,Very Small Entity
Mr Julian Smith MP,5821.75,2,2910.875,Very Small Entity
Mr Julian Sturdy MP,4000.0,1,4000.0,Single Donation Entity
Mr Justin Tomlinson MP,3600.0,1,3600.0,Single Donation Entity
Mr Kamaljeet Jandu,17357.0,1,17357.0,Single Donation Entity
Mr Keith Bradley MP,5100.0,1,5100.0,Single Donation Entity
Mr Keith Hill MP,2750.0,2,1375.0,Very Small Entity
Mr Keith Simpson MP,42224.49,10,4222.449,Very Small Entity
Mr Ken Macintosh MSP,13025.0,5,2605.0,Very Small Entity
Mr Ken Purchase MP,7800.0,5,1560.0,Very Small Entity
Mr Kenneth Livingstone,48500.0,11,4409.090909090909,Very Small Entity
Mr Kevin Brennan MP,6945.2,2,3472.6,Very Small Entity
Mr Kevin McNamara,5245.2,1,5245.2,Single Donation Entity
Mr Khalid Mahmood,6600.0,2,3300.0,Very Small Entity
Mr Kris Hopkins MP,4000.0,1,4000.0,Single Donation Entity
Mr Laurence Robertson MP,38453.79,12,3204.4825,Very Small Entity
Mr Lembit Opik,8830.3,3,2943.433333333333,Very Small Entity
Mr Lewis Macdonald MSP,2355.13,1,2355.13,Single Donation Entity
Mr Lindsay Roy MP,1077.0,1,1077.0,Single Donation Entity
Mr Lloyd Russell-Moyle,16209.1,6,2701.516666666667,Very Small Entity
Mr Lutfur Rahman,6000.0,2,3000.0,Very Small Entity
Mr Malcolm Moss MP,14758.2,3,4919.400000000001,Very Small Entity
Mr Mario Creatura,2000.0,1,2000.0,Single Donation Entity
Mr Mark Adrian Clarke,9000.0,3,3000.0,Very Small Entity
Mr Mark Coote,2000.0,1,2000.0,Single Donation Entity
Mr Mark Drakeford,11379.0,3,3793.0,Very Small Entity
Mr Mark Field MP,44690.0,12,3724.1666666666665,Very Small Entity
Mr Mark Fisher MP,16280.0,4,4070.0,Very Small Entity
Mr Mark Harper MP,22500.0,7,3214.285714285714,Very Small Entity
Mr Mark Hendrick MP,60382.16,15,4025.4773333333337,Very Small Entity
Mr Mark Hoban MP,26504.67,3,8834.89,Very Small Entity
Mr Mark Hunter MP,1155.0,1,1155.0,Single Donation Entity
Mr Mark Isherwood,2000.0,1,2000.0,Single Donation Entity
Mr Mark Lancaster MP,38216.35,12,3184.695833333333,Very Small Entity
Mr Mark Oaten MP,29467.28,7,4209.611428571428,Very Small Entity
Mr Mark Prisk MP,12334.0,3,4111.333333333333,Very Small Entity
Mr Mark Pritchard MP,84789.0,31,2735.1290322580644,Very Small Entity
Mr Mark Reckless MP,13000.0,1,13000.0,Single Donation Entity
Mr Mark Robert Timothy Garnier MP,10159.49,4,2539.8725,Very Small Entity
Mr Mark Todd MP,4119.41,1,4119.41,Single Donation Entity
Mr Mark Williams,1600.0,1,1600.0,Single Donation Entity
Mr Martin Horwood MP,2400.0,1,2400.0,Single Donation Entity
Mr Martin Linton MP,1200.0,1,1200.0,Single Donation Entity
Mr Martin Salter,5245.2,1,5245.2,Single Donation Entity
Mr Martin Vickers MP,24791.12,7,3541.5885714285714,Very Small Entity
Mr Martyn Day MP,4634.66,1,4634.66,Single Donation Entity
Mr Martyn Jones,10345.2,2,5172.6,Very Small Entity
Mr Matthew Barber,2000.0,1,2000.0,Single Donation Entity
Mr Matthew Green,5245.2,1,5245.2,Single Donation Entity
Mr Matthew Pennycook,2885.35,1,2885.35,Single Donation Entity
Mr Matthew Taylor MP,13245.2,3,4415.066666666667,Very Small Entity
Mr Maurice Corry,2200.0,1,2200.0,Single Donation Entity
Mr Michael Cashman MEP,3933.9,1,3933.9,Single Donation Entity
Mr Michael Clapham MP,10345.2,2,5172.6,Very Small Entity
Mr Michael Connarty MP,16446.7,5,3289.34,Very Small Entity
Mr Michael Dugher,2000.0,1,2000.0,Single Donation Entity
Mr Michael Dugher MP,20680.46,7,2954.3514285714286,Very Small Entity
Mr Michael Ellis MP,46071.75,11,4188.340909090909,Very Small Entity
Mr Michael Fabricant MP,10345.2,2,5172.6,Very Small Entity
Mr Michael German,3374.15,1,3374.15,Single Donation Entity
Mr Michael Gove MP,493621.48,52,9492.72076923077,Small Entity
Mr Michael Mayes MP,5245.2,1,5245.2,Single Donation Entity
Mr Michael McCann MP,3000.0,1,3000.0,Single Donation Entity
Mr Michael Richard Weatherley,13537.43,4,3384.3575,Very Small Entity
Mr Michael Russell,8250.0,2,4125.0,Very Small Entity
Mr Michael Thomas Hancock,7245.2,2,3622.6,Very Small Entity
Mr Michael Tomlinson,7000.0,1,7000.0,Single Donation Entity
Mr Michael Weir MP,6322.2,2,3161.1,Very Small Entity
Mr Mick Antoniw,23000.0,3,7666.666666666667,Very Small Entity
Mr Mike Crockart MP,3810.0,1,3810.0,Single Donation Entity
Mr Mike Freer MP,12664.34,5,2532.868,Very Small Entity
Mr Mike Gapes MP,45451.2,10,4545.12,Very Small Entity
Mr Mike Weatherley MP,18674.0,4,4668.5,Very Small Entity
Mr Mohammad Asghar,4000.0,2,2000.0,Very Small Entity
Mr Mohammad Yasin,1586.5,1,1586.5,Single Donation Entity
Mr Mohammed Sarwar,3286.26,1,3286.26,Single Donation Entity
Mr Murdo Fraser MSP,14700.0,4,3675.0,Very Small Entity
Mr Nadhim Zahawi MP,31789.97,7,4541.424285714286,Very Small Entity
Mr Neil Bibby MSP,5000.0,1,5000.0,Single Donation Entity
Mr Neil Carmichael MP,2000.0,1,2000.0,Single Donation Entity
Mr Neil Coyle,10300.11,2,5150.055,Very Small Entity
Mr Neil Hudson,2856.4,2,1428.2,Very Small Entity
Mr Neil Parish MP,4675.0,2,2337.5,Very Small Entity
Mr Nic Dakin MP,2390.0,1,2390.0,Single Donation Entity
Mr Nicholas Bourne AM,1563.05,1,1563.05,Single Donation Entity
Mr Nicholas John Gibb MP,5245.2,1,5245.2,Single Donation Entity
Mr Nicholas Palmer,8245.2,3,2748.4,Very Small Entity
Mr Nick Ainger MP,1300.0,1,1300.0,Single Donation Entity
Mr Nick Boles MP,18089.16,6,3014.86,Very Small Entity
Mr Nick Griffin,5000.0,1,5000.0,Single Donation Entity
Mr Nick Smith MP,2654.48,1,2654.48,Single Donation Entity
Mr Nick de Bois MP,7200.0,2,3600.0,Very Small Entity
Mr Nigel Evans MP,94135.2,26,3620.584615384615,Very Small Entity
Mr Nigel Farage,62107.9,16,3881.74375,Very Small Entity
Mr Nigel Jones,5245.2,1,5245.2,Single Donation Entity
Mr Nigel Mills MP,1558.0,1,1558.0,Single Donation Entity
Mr Nigel Waterson MP,6245.2,2,3122.6,Very Small Entity
Mr Oliver Colvile MP,13074.0,4,3268.5,Very Small Entity
Mr Parmjit Dhanda MP,13536.0,5,2707.2,Very Small Entity
Mr Patrick Grady,4678.0,1,4678.0,Single Donation Entity
Mr Patrick Harvie MSP,5316.0,1,5316.0,Single Donation Entity
Mr Patrick Mercer MP,6322.9,2,3161.45,Very Small Entity
Mr Paul Blomfield MP,2485.0,1,2485.0,Single Donation Entity
Mr Paul Brannen,2000.0,1,2000.0,Single Donation Entity
Mr Paul Clark MP,5000.0,1,5000.0,Single Donation Entity
Mr Paul Davies,3000.0,1,3000.0,Single Donation Entity
Mr Paul Dennett,5000.0,1,5000.0,Single Donation Entity
Mr Paul Flynn MP,5245.2,1,5245.2,Single Donation Entity
Mr Paul Goggins,5100.0,1,5100.0,Single Donation Entity
Mr Paul Goodman,8855.0,3,2951.6666666666665,Very Small Entity
Mr Paul Keetch MP,13245.2,2,6622.6,Very Small Entity
Mr Paul Masterton,2600.0,1,2600.0,Single Donation Entity
Mr Paul Maynard,2000.0,1,2000.0,Single Donation Entity
Mr Paul Maynard MP,10267.4,5,2053.48,Very Small Entity
Mr Paul Tyler,5245.2,1,5245.2,Single Donation Entity
Mr Paul Uppal MP,9925.0,2,4962.5,Very Small Entity
Mr Peter Bone MP,5800.0,2,2900.0,Very Small Entity
Mr Peter Duncan,5245.2,1,5245.2,Single Donation Entity
Mr Peter Kilfoyle,5245.2,1,5245.2,Single Donation Entity
Mr Peter Viggers MP,14245.2,3,4748.400000000001,Very Small Entity
Mr Phil Willis,1323.5,1,1323.5,Single Donation Entity
Mr Philip Allott,2000.0,1,2000.0,Single Donation Entity
Mr Philip Andrew Davies MP,2000.0,1,2000.0,Single Donation Entity
Mr Philip Bradbourne MEP,3933.9,1,3933.9,Single Donation Entity
Mr Philip Bushill-Matthews MEP,3933.9,1,3933.9,Single Donation Entity
Mr Philip Davies MP,14472.0,4,3618.0,Very Small Entity
Mr Philip Dunne MP,13273.09,4,3318.2725,Very Small Entity
Mr Philip Hollobone MP,32960.74,9,3662.304444444444,Very Small Entity
Mr Piara Khabra,5245.2,1,5245.2,Single Donation Entity
Mr Quentin Davies MP,6545.2,2,3272.6,Very Small Entity
Mr R Shannon,3618.94,1,3618.94,Single Donation Entity
Mr Rehman Chishti MP,19368.91,6,3228.1516666666666,Very Small Entity
Mr Resham Kotecha,2500.0,1,2500.0,Single Donation Entity
Mr Rhun ap Iorwerth,5221.32,2,2610.66,Very Small Entity
Mr Richard Bacon MP,15891.19,5,3178.2380000000003,Very Small Entity
Mr Richard Baker MSP,14900.0,2,7450.0,Very Small Entity
Mr Richard Balfe MEP,3933.9,1,3933.9,Single Donation Entity
Mr Richard Burden MP,27874.65,10,2787.465,Very Small Entity
Mr Richard Burgon MP,1735.78,1,1735.78,Single Donation Entity
Mr Richard Cook,2000.0,1,2000.0,Single Donation Entity
Mr Richard Corbett MEP,8694.42,2,4347.21,Very Small Entity
Mr Richard Graham MP,39374.5,11,3579.5,Very Small Entity
Mr Richard Harrington MP,52696.0,6,8782.666666666666,Very Small Entity
Mr Richard Howitt MEP,14402.55,5,2880.5099999999998,Very Small Entity
Mr Richard Lyle MSP,2200.0,1,2200.0,Single Donation Entity
Mr Richard Minshull,2000.0,1,2000.0,Single Donation Entity
Mr Richard Ottoway,5245.2,1,5245.2,Single Donation Entity
Mr Richard Page,5245.2,1,5245.2,Single Donation Entity
Mr Richard Spring MP,38548.15,12,3212.3458333333333,Very Small Entity
Mr Robert Buckland MP,10000.0,3,3333.3333333333335,Very Small Entity
Mr Robert Flello MP,39675.0,8,4959.375,Very Small Entity
Mr Robert Goodwill MP,19891.3,5,3978.2599999999998,Very Small Entity
Mr Robert Halfon MP,89862.48,19,4729.604210526316,Very Small Entity
Mr Robert Jackson MP,5245.2,1,5245.2,Single Donation Entity
Mr Robert Key,5245.2,1,5245.2,Single Donation Entity
Mr Robert Largan,2000.0,1,2000.0,Single Donation Entity
Mr Robert Laxton,13897.48,3,4632.493333333333,Very Small Entity
Mr Robert N Wareing MP,10345.2,2,5172.6,Very Small Entity
Mr Robert Neill MP,20547.68,5,4109.536,Very Small Entity
Mr Robert Sturdy,3933.9,1,3933.9,Single Donation Entity
Mr Robert Walter MP,18490.2,6,3081.7000000000003,Very Small Entity
Mr Robin Cook MP,5245.2,1,5245.2,Single Donation Entity
Mr Roger Berry MP,5245.2,1,5245.2,Single Donation Entity
Mr Roger Casale MP,18770.309999999998,9,2085.5899999999997,Very Small Entity
Mr Roger Godsiff MP,31389.0,10,3138.9,Very Small Entity
Mr Roger Helmer,3933.9,1,3933.9,Single Donation Entity
Mr Ronnie Campbell MP,3810.0,1,3810.0,Single Donation Entity
Mr Rory Stewart MP,184101.7,34,5414.755882352942,Very Small Entity
Mr Ross Cranston QC,2346.43,1,2346.43,Single Donation Entity
Mr Ross Thomson,15458.49,2,7729.245,Very Small Entity
Mr Roy Perry,6933.9,2,3466.95,Very Small Entity
Mr Royston Smith,2000.0,1,2000.0,Single Donation Entity
Mr Sam Gyimah,15064.0,4,3766.0,Very Small Entity
Mr Sean Anstee,100838.77,20,5041.9385,Very Small Entity
Mr Sebastian Dance,2500.0,1,2500.0,Single Donation Entity
Mr Shahid Malik MP,15000.0,2,7500.0,Very Small Entity
Mr Shailesh Vara MP,19739.0,5,3947.8,Very Small Entity
Mr Simon Danczuk MP,14673.0,3,4891.0,Very Small Entity
Mr Simon Day,1650.0,1,1650.0,Single Donation Entity
Mr Simon Kirby MP,2000.0,1,2000.0,Single Donation Entity
Mr Simon Murphy,6460.5,1,6460.5,Single Donation Entity
Mr Simon Reevell MP,2000.0,1,2000.0,Single Donation Entity
Mr Siôn Simon,5760.0,1,5760.0,Single Donation Entity
Mr Stephen Barclay MP,1305.0,1,1305.0,Single Donation Entity
Mr Stephen Doughty,14750.0,8,1843.75,Very Small Entity
Mr Stephen Hammond MP,34963.61,7,4994.801428571429,Very Small Entity
Mr Stephen Hepburn MP,17140.3,7,2448.6142857142854,Very Small Entity
Mr Stephen Hesford,5245.2,1,5245.2,Single Donation Entity
Mr Stephen Kerr,1600.57,1,1600.57,Single Donation Entity
Mr Stephen McCabe MP,8513.17,4,2128.2925,Very Small Entity
Mr Stephen McPartland MP,10123.1,4,2530.775,Very Small Entity
Mr Stephen Metcalfe MP,25302.0,5,5060.4,Very Small Entity
Mr Stephen Mosley MP,10679.45,5,2135.8900000000003,Very Small Entity
Mr Stephen Pound MP,21602.2,6,3600.366666666667,Very Small Entity
Mr Stephen S. Hughes,3933.9,1,3933.9,Single Donation Entity
Mr Stephen Twigg MP,15846.42,5,3169.284,Very Small Entity
Mr Steve Bell,2000.0,1,2000.0,Single Donation Entity
Mr Steven Paterson,3800.0,1,3800.0,Single Donation Entity
Mr Struan Stevenson,3933.9,1,3933.9,Single Donation Entity
Mr Stuart Andrew MP,14715.0,5,2943.0,Very Small Entity
Mr Syd Rapson,5245.2,1,5245.2,Single Donation Entity
Mr Tanmanjeet Singh Dhesi,3595.0,1,3595.0,Single Donation Entity
Mr Thomas Docherty MP,3279.0,1,3279.0,Single Donation Entity
Mr Thomas McAvoy,5245.2,1,5245.2,Single Donation Entity
Mr Tim Boswell MP,13859.2,2,6929.6,Very Small Entity
Mr Tim Collins MP,16888.2,2,8444.1,Very Small Entity
Mr Tim Farron MP,155077.0,17,9122.176470588236,Very Small Entity
Mr Tim Loughton MP,181996.07,27,6740.595185185185,Very Small Entity
Mr Tim Yeo MP,53110.96,15,3540.730666666667,Very Small Entity
Mr Timothy Kirkhope MEP,3044.98,1,3044.98,Single Donation Entity
Mr Tobias Ellwood MP,26358.34,10,2635.834,Very Small Entity
Mr Toby Perkins,3000.0,1,3000.0,Single Donation Entity
Mr Tom Arthur,6000.0,1,6000.0,Single Donation Entity
Mr Tom Blenkinsop MP,12000.0,2,6000.0,Very Small Entity
Mr Tom Greatrex MP,9859.439999999999,3,3286.4799999999996,Very Small Entity
Mr Tom Harris MP,5245.2,1,5245.2,Single Donation Entity
Mr Tom Hunt,2000.0,1,2000.0,Single Donation Entity
Mr Tom Levitt MP,8598.0,2,4299.0,Very Small Entity
Mr Tony Lloyd MP,22050.91,9,2450.101111111111,Very Small Entity
Mr Tony Worthington MP,5245.2,1,5245.2,Single Donation Entity
Mr Tristram Hunt MP,129893.17,15,8659.544666666667,Very Small Entity
Mr Vaughan Gething,91200.0,10,9120.0,Very Small Entity
Mr Vernon Coaker MP,4663.42,2,2331.71,Very Small Entity
Mr Virendra Kumar Sharma MP,101001.2,26,3884.6615384615384,Very Small Entity
Mr Wayne David MP,18191.739999999998,7,2598.8199999999997,Very Small Entity
