,RegulatedEntityName,DonationsValue,DonationEvents,DonationMean,RegEntity_Group
451,Gary Godden,5211.72,1,5211.72,Single Donation Entity
452,Gary Nicholas Streeter,18033.2,4,4508.3,Unknown
453,Gary Titley,15258.9,4,3814.725,Unknown
454,Gavin Newlands,5100.0,1,5100.0,Single Donation Entity
455,Gavin Shuker,2950.0,1,2950.0,Single Donation Entity
456,Gavin Williamson,30000.0,2,15000.0,Unknown
457,Gemma Doyle,10360.11,4,2590.0275,Unknown
458,Geoff Hoon,5039.0,2,2519.5,Unknown
459,Geoffrey Clifton-Brown,31185.69,9,3465.0766666666664,Unknown
460,Geoffrey Van Orden,3933.9,1,3933.9,Single Donation Entity
461,George Eustice,2000.0,1,2000.0,Single Donation Entity
462,George Ferguson,4589.0,2,2294.5,Unknown
463,George Foulkes,5245.2,1,5245.2,Single Donation Entity
464,George Galloway,4782.35,2,2391.175,Unknown
465,George Hollingbery,3000.0,1,3000.0,Single Donation Entity
466,George Iain Duncan-Smith,100007.5,18,5555.972222222223,Unknown
467,George Mudie,4500.0,1,4500.0,Single Donation Entity
468,George Osborne,360414.51,31,11626.274516129033,Unknown
469,Gerald Howarth,23996.0,7,3428.0,Unknown
470,Gerald Kaufman,5245.2,1,5245.2,Single Donation Entity
471,Gerry Sutcliffe,3500.0,1,3500.0,Single Donation Entity
472,Gill Furniss,4600.0,1,4600.0,Single Donation Entity
473,Gillian Keegan,1948.13,1,1948.13,Single Donation Entity
474,Gillian Merron,1221.13,1,1221.13,Single Donation Entity
475,Gillian Shephard,5245.2,1,5245.2,Single Donation Entity
476,Gisela Stuart,25848.13,9,2872.0144444444445,Unknown
477,Glenis Willmott,31000.0,5,6200.0,Unknown
478,Global Britain Limited,470520.89,3,156840.29666666666,Unknown
479,Gloria De Piero,6000.0,3,2000.0,Unknown
480,Glyn Davies,1768.0,1,1768.0,Single Donation Entity
481,Glyn Ford,29000.0,5,5800.0,Unknown
482,Go Movement Ltd,45025.92,5,9005.184,Unknown
483,Gordon Birtwistle,13471.59,3,4490.53,Unknown
484,Gordon Brown,255701.33000000002,29,8817.28724137931,Unknown
485,Gordon Henderson,2000.0,1,2000.0,Single Donation Entity
486,Gordon Matheson,26045.89,3,8681.963333333333,Unknown
487,Graham Allen,2634.0,1,2634.0,Single Donation Entity
488,Graham Brady,42945.42,7,6135.0599999999995,Unknown
489,Graham Evans,16319.92,3,5439.973333333333,Unknown
490,Graham Jones,16125.0,5,3225.0,Unknown
491,Graham Stringer,9779.08,4,2444.77,Unknown
492,Graham Stuart,39602.04,13,3046.3107692307694,Unknown
493,Graham Watson,3933.9,1,3933.9,Single Donation Entity
494,Grahame Morris,7200.110000000001,3,2400.036666666667,Unknown
495,Grant Shapps,6938.0,3,2312.6666666666665,Unknown
496,Grassroots Out Ltd,2611474.76,18,145081.9311111111,Unknown
497,Green Party,4976510.87,1045,4762.211358851675,Unknown
498,Green-Leaves,20000.0,2,10000.0,Unknown
499,Greg Clark,15000.0,4,3750.0,Unknown
500,Greg Hands,92688.53,16,5793.033125,Unknown
501,Greg Knight,3000.0,1,3000.0,Single Donation Entity
502,Greg Mulholland,4043.59,2,2021.795,Unknown
503,Greg Pope,5100.0,1,5100.0,Single Donation Entity
504,Gregory Barker,12319.79,5,2463.958,Unknown
505,Guto Bebb,30984.66,8,3873.0825,Unknown
506,Guy Opperman,28184.239999999998,9,3131.582222222222,Unknown
507,Gwyn Prosser,5245.2,1,5245.2,Single Donation Entity
508,Hannah Bardell,7437.09,2,3718.545,Unknown
509,Hanzala Malik,6500.0,1,6500.0,Single Donation Entity
510,Harriet Harman,68767.8,26,2644.915384615385,Unknown
511,Harriett Baldwin,6500.0,2,3250.0,Unknown
512,Harry Cohen,5245.2,1,5245.2,Single Donation Entity
513,Hatch Connect Uk Ltd,70000.0,6,11666.666666666666,Unknown
514,Hazel Blears,86115.78,13,6624.290769230769,Unknown
515,Heather Wheeler,36802.71,12,3066.8925,Unknown
516,Heidi Alexander,11690.02,2,5845.01,Unknown
517,Heidi Allen,5000.0,1,5000.0,Single Donation Entity
518,Helen Goodman,40590.23,5,8118.046,Unknown
519,Helen Grant,19532.13,5,3906.4260000000004,Unknown
520,Helen Hayes,2000.0,1,2000.0,Single Donation Entity
521,Helen Jackson,5100.0,1,5100.0,Single Donation Entity
522,Helen Jones,10121.51,3,3373.8366666666666,Unknown
523,Helen Whately,9954.0,3,3318.0,Unknown
524,Henry Bellingham,5245.2,1,5245.2,Single Donation Entity
525,Henry Porter,53350.0,5,10670.0,Unknown
526,Henry Smith,37084.8,9,4120.533333333334,Unknown
527,Hilary Armstrong,1543.98,1,1543.98,Single Donation Entity
528,Hilary Benn,33925.0,9,3769.4444444444443,Unknown
529,Holly Lynch,7921.0,4,1980.25,Unknown
530,Hope Not Hate Ltd,571343.0,23,24841.0,Unknown
531,Howard Flight,5245.2,1,5245.2,Single Donation Entity
532,Howard'S End Ltd,8000.0,1,8000.0,Single Donation Entity
533,Hugh Bayley,17345.2,3,5781.733333333334,Unknown
534,Hugh Gaffney,3000.0,1,3000.0,Single Donation Entity
535,Hugh Robertson,7920.2,3,2640.0666666666666,Unknown
536,Hugo Swire,34048.49,10,3404.8489999999997,Unknown
537,Humfrey Malins Cbe,5245.2,1,5245.2,Single Donation Entity
538,Huw Irranca-Davies,2421.47,1,2421.47,Single Donation Entity
539,Huw Lewis Am,10000.0,1,10000.0,Single Donation Entity
540,Iain Carter,2500.0,1,2500.0,Single Donation Entity
541,Iain Duncan Smith,10667.279999999999,2,5333.639999999999,Unknown
542,Iain Gray,3500.0,2,1750.0,Unknown
543,Iain Stewart,33895.12,13,2607.316923076923,Unknown
544,Iain Wright,19828.64,7,2832.662857142857,Unknown
545,Ian Austin,63783.0,13,4906.384615384615,Unknown
546,Ian Davidson,8545.2,2,4272.6,Unknown
547,Ian Hudghton,3933.9,1,3933.9,Single Donation Entity
548,Ian Lavery,10604.14,3,3534.713333333333,Unknown
549,Ian Liddell-Grainger,8634.41,2,4317.205,Unknown
550,Ian Lucas,32231.97,10,3223.197,Unknown
551,Ian Mccartney,3543.8,2,1771.9,Unknown
552,Ian Mearns,68082.0,4,17020.5,Unknown
553,Ian Murray,6310.1,2,3155.05,Unknown
554,Ian Paisley Mp,11386.26,3,3795.42,Unknown
555,Ian Swales,4300.0,1,4300.0,Single Donation Entity
556,Ian Taylor Mbe,13855.2,5,2771.04,Unknown
557,Imaginexit Limited,50000.0,5,10000.0,Unknown
558,Imelda Mary Read,37877.65,20,1893.8825000000002,Unknown
559,Imran Hussain,9397.24,4,2349.31,Unknown
560,In Campaign Ltd,24228109.1,206,117612.18009708739,Unknown
561,Independent Group For Change,267220.0,9,29691.11111111111,Unknown
562,Independent Kidderminster Hospital And Health Concern,31949.0,8,3993.625,Unknown
563,Independent Labour Group,8000.0,1,8000.0,Single Donation Entity
564,Isabel Owen,5179.0,1,5179.0,Single Donation Entity
565,Islington Labour Group,24000.0,2,12000.0,Unknown
566,Ivan Lewis,112463.43,26,4325.516538461538,Unknown
567,Ivana Bartoletti,4125.0,1,4125.0,Single Donation Entity
568,Jack Dromey,5000.0,1,5000.0,Single Donation Entity
569,Jack Lopresti,41933.26,11,3812.114545454546,Unknown
570,Jack Rankin,2000.0,1,2000.0,Single Donation Entity
571,Jack Straw,28828.600000000002,5,5765.72,Unknown
572,Jackie Doyle-Price,3500.0,1,3500.0,Single Donation Entity
573,Jackie Lawrence,5245.2,1,5245.2,Single Donation Entity
574,Jackson Carlaw,2200.0,1,2200.0,Single Donation Entity
575,Jacqueline Foster,7758.9,2,3879.45,Unknown
576,Jacqui Lait,5245.2,1,5245.2,Single Donation Entity
577,Jake Berry,7500.0,2,3750.0,Unknown
578,James Arbuthnot,23382.1,9,2598.011111111111,Unknown
579,James Bovan,3933.9,1,3933.9,Single Donation Entity
580,James Brokenshire,7500.0,1,7500.0,Single Donation Entity
581,James Chapman,5245.2,1,5245.2,Single Donation Entity
582,James Clappison,2000.0,1,2000.0,Single Donation Entity
583,James Cleverly,31969.35,8,3996.16875,Unknown
584,James Davies,2500.0,1,2500.0,Single Donation Entity
585,James Devine,7396.0,2,3698.0,Unknown
586,James Duddridge,24615.1,7,3516.442857142857,Unknown
587,James Elles,3933.9,1,3933.9,Single Donation Entity
588,James Gray,13118.2,5,2623.6400000000003,Unknown
589,James Heappey,113407.41,17,6671.024117647059,Unknown
590,James Heappy,9802.0,2,4901.0,Unknown
591,James Mcgovern,6811.0,3,2270.3333333333335,Unknown
592,James Morris,67200.0,6,11200.0,Unknown
593,James Paice,5245.2,1,5245.2,Single Donation Entity
594,James Provan,3933.9,1,3933.9,Single Donation Entity
595,James Purnell,22913.53,8,2864.19125,Unknown
596,James Watkins,12993.8,1,12993.8,Single Donation Entity
597,James Wharton,202645.9,38,5332.786842105263,Unknown
598,Jamie Greene,8000.0,2,4000.0,Unknown
599,Jamie Reed,4539.5,2,2269.75,Unknown
600,Jamieson Ronald Reed,1528.0,1,1528.0,Single Donation Entity
601,Jane Dodds,3529.41,2,1764.705,Unknown
602,Jane Kennedy,1528.0,1,1528.0,Single Donation Entity
603,Janet Anderson,3000.0,1,3000.0,Single Donation Entity
604,Janet Daby,5235.0,2,2617.5,Unknown
605,Jason Alexander Mccartney,2000.0,1,2000.0,Single Donation Entity
606,Jason Mccartney,14665.0,5,2933.0,Unknown
607,Jayne Shotton,8728.87,1,8728.87,Single Donation Entity
608,Jean Lambert,369.24,1,369.24,Single Donation Entity
609,Jeff Ennis,6845.2,2,3422.6,Unknown
610,Jeff Smith,15168.82,3,5056.2733333333335,Unknown
611,Jeffrey Titford,3933.9,1,3933.9,Single Donation Entity
612,Jennifer Willott,6740.0,2,3370.0,Unknown
613,Jenny Gilruth,8579.26,1,8579.26,Single Donation Entity
614,Jenny Randerson Am,5000.0,2,2500.0,Unknown
615,Jenny Rathbone,2431.71,1,2431.71,Single Donation Entity
616,Jeremy Balfour,6500.0,1,6500.0,Single Donation Entity
617,Jeremy Browne,2634.0,1,2634.0,Single Donation Entity
618,Jeremy Corbyn,336415.63,30,11213.854333333333,Unknown
619,Jeremy Hunt,542919.34,52,10440.756538461537,Unknown
620,Jeremy Lefroy,22189.85,11,2017.2590909090907,Unknown
621,Jeremy Peter Middleton,2000.0,1,2000.0,Single Donation Entity
622,Jess Phillips,46656.75,5,9331.35,Unknown
623,Jesse Norman,8196.0,2,4098.0,Unknown
624,Jessica Lee,1511.0,1,1511.0,Single Donation Entity
625,Jessica Morden,5594.469999999999,2,2797.2349999999997,Unknown
626,Jim Cousins,5245.2,1,5245.2,Single Donation Entity
627,Jim Dobbin,4265.0,2,2132.5,Unknown
628,Jim Dowd,3000.0,1,3000.0,Single Donation Entity
629,Jim Eadie,3108.0,1,3108.0,Single Donation Entity
630,Jim Fitzpatrick,18180.0,4,4545.0,Unknown
631,Jim Knight,1366.0,1,1366.0,Single Donation Entity
632,Jim Murphy,82770.99,11,7524.635454545455,Unknown
633,Jim Sheridan,40908.29,10,4090.829,Unknown
634,Jimmy Hood,13645.2,3,4548.400000000001,Unknown
635,Jo Churchill,5100.0,1,5100.0,Single Donation Entity
636,Jo Stevens,3800.0,1,3800.0,Single Donation Entity
637,Jo Swinson,5743.8,3,1914.6000000000001,Unknown
638,Joan Humble,3000.0,1,3000.0,Single Donation Entity
639,Joan Ryan,58966.6,14,4211.9,Unknown
640,Johann Lamont,5000.0,1,5000.0,Single Donation Entity
641,John Austin,10845.2,3,3615.066666666667,Unknown
642,John Baron,6048.02,1,6048.02,Single Donation Entity
643,John Barrett,5245.2,1,5245.2,Single Donation Entity
644,John Battle,1500.0,1,1500.0,Single Donation Entity
645,John Bell,1600.0,1,1600.0,Single Donation Entity
646,John Bercow,63951.91,15,4263.460666666667,Unknown
647,John Biggs,6000.0,2,3000.0,Unknown
648,John C. Bowis,3933.9,1,3933.9,Single Donation Entity
649,John Corrie,3933.9,1,3933.9,Single Donation Entity
650,John Cummings,5245.2,1,5245.2,Single Donation Entity
651,John Denham,9355.66,2,4677.83,Unknown
652,John Glen,14581.27,3,4860.423333333333,Unknown
653,John Greenway,5245.2,1,5245.2,Single Donation Entity
654,John Grogan,17002.0,6,2833.6666666666665,Unknown
655,John Gummer,5245.2,1,5245.2,Single Donation Entity
656,John Hayes,1909.64,1,1909.64,Single Donation Entity
657,John Healey,84019.56,7,12002.794285714286,Unknown
658,John Howell,15660.46,5,3132.0919999999996,Unknown
659,John Lamont,14858.0,4,3714.5,Unknown
660,John Leech,9270.0,3,3090.0,Unknown
661,John Lyons,5245.2,1,5245.2,Single Donation Entity
662,John Mann,82860.82,30,2762.0273333333334,Unknown
663,John Maples,5245.2,1,5245.2,Single Donation Entity
664,John Mcdonnell,7000.0,2,3500.0,Unknown
665,John Mcfall,21901.72,6,3650.286666666667,Unknown
666,John Penrose,5190.14,1,5190.14,Single Donation Entity
667,John Prescott,35524.17,9,3947.1299999999997,Unknown
668,John Pugh,3000.0,1,3000.0,Single Donation Entity
669,John Purvis,3933.9,1,3933.9,Single Donation Entity
670,John Redwood,5245.2,1,5245.2,Single Donation Entity
671,John Reid,7500.0,2,3750.0,Unknown
672,John Robertson,33401.37,10,3340.137,Unknown
673,John Spellar,40916.46,14,2922.6042857142857,Unknown
674,John Stanley,21765.8,6,3627.633333333333,Unknown
675,John Stevenson,44750.0,8,5593.75,Unknown
676,John Thurso,5245.2,1,5245.2,Single Donation Entity
677,John Whittingdale,27914.27,10,2791.427,Unknown
678,John Woodcock,28296.67,7,4042.3814285714284,Unknown
679,Johnny Mercer,35062.8,13,2697.138461538462,Unknown
680,Jonathan Ashworth,9050.0,2,4525.0,Unknown
681,Jonathan Cruddas,166472.33000000002,12,13872.694166666668,Unknown
682,Jonathan Djanogly,247866.36,12,20655.53,Unknown
683,Jonathan Edwards,4680.0,1,4680.0,Single Donation Entity
684,Jonathan Evans,8933.9,2,4466.95,Unknown
685,Jonathan Gullis,2500.0,1,2500.0,Single Donation Entity
686,Jonathan Lord,1819.0,1,1819.0,Single Donation Entity
687,Jonathan Reynolds,25402.920000000002,6,4233.820000000001,Unknown
688,Jonathan Sayeed,5245.2,1,5245.2,Single Donation Entity
689,Joseph Johnson,29295.64,7,4185.091428571429,Unknown
690,Joy Morrissey,5000.0,1,5000.0,Single Donation Entity
691,Judith Cummins,3033.5,2,1516.75,Unknown
692,Judith Kirton-Darling,16275.54,2,8137.77,Unknown
693,Julian Brazier,6509.75,2,3254.875,Unknown
694,Julian Knight,10867.0,1,10867.0,Single Donation Entity
695,Julian Smith,5821.75,2,2910.875,Unknown
696,Julian Sturdy,4000.0,1,4000.0,Single Donation Entity
697,Julie Elliott,1800.0,1,1800.0,Single Donation Entity
698,Julie Kirkbride,12302.05,2,6151.025,Unknown
699,Julie Morgan,8942.1,4,2235.525,Unknown
700,Jury Team,69500.29000000001,5,13900.058,Unknown
701,Justin Tomlinson,3600.0,1,3600.0,Single Donation Entity
702,Justine Greening,3354.83,1,3354.83,Single Donation Entity
703,Kamaljeet Jandu,17357.0,1,17357.0,Single Donation Entity
704,Karen Bradley,5000.0,1,5000.0,Single Donation Entity
705,Karen Buck,38225.0,5,7645.0,Unknown
706,Karen Lumley,6100.0,2,3050.0,Unknown
707,Karin Smyth,3124.55,1,3124.55,Single Donation Entity
708,Karl Mccartney,10397.0,1,10397.0,Single Donation Entity
709,Karl Turner,9846.0,4,2461.5,Unknown
710,Kate Green,49005.0,5,9801.0,Unknown
711,Kate Hoey,43421.0,5,8684.2,Unknown
712,Kate Hollern,14359.0,2,7179.5,Unknown
713,Kate Osamor,12200.33,4,3050.0825,Unknown
714,Katy Clark,28854.45,12,2404.5375,Unknown
715,Keir Starmer,10547.45,2,5273.725,Unknown
716,Keith Bradley,5100.0,1,5100.0,Single Donation Entity
717,Keith Hill,2750.0,2,1375.0,Unknown
718,Keith Simpson,42224.49,10,4222.449,Unknown
719,Keith Vaz,13649.89,3,4549.963333333333,Unknown
720,Ken Macintosh,13025.0,5,2605.0,Unknown
721,Ken Purchase,7800.0,5,1560.0,Unknown
722,Kenneth Clarke,219016.91,36,6083.803055555556,Unknown
723,Kenneth Livingstone,48500.0,11,4409.090909090909,Unknown
724,Kerry Mccarthy,25016.45,9,2779.605555555556,Unknown
725,Kevan Jones,32611.25,7,4658.75,Unknown
726,Kevin Barron,6470.0,2,3235.0,Unknown
727,Kevin Brennan,6945.2,2,3472.6,Unknown
728,Kevin Foster,14080.39,3,4693.463333333333,Unknown
729,Kevin Mcnamara,5245.2,1,5245.2,Single Donation Entity
730,Kezia Dugdale,31579.260000000002,7,4511.322857142857,Unknown
731,Khalid Mahmood,6600.0,2,3300.0,Unknown
732,Kieran Mullan,5000.0,1,5000.0,Single Donation Entity
733,Kris Hopkins,4000.0,1,4000.0,Single Donation Entity
734,Kwasi Kwarteng,47253.74,16,2953.35875,Unknown
735,Labour Campaign For Human Rights,58334.0,5,11666.8,Unknown
736,Labour For A Public-Vote,205375.0,13,15798.076923076924,Unknown
737,Labour Leave Limited,375000.0,9,41666.666666666664,Unknown
738,Labour Network In England Ltd,10000.0,1,10000.0,Single Donation Entity
739,Labour No To Av,200995.49000000002,3,66998.49666666667,Unknown
740,Labour Party,357496731.14,18126,19722.869421825002,Unknown
741,Labour People Ltd,70000.0,7,10000.0,Unknown
742,Labour Together,206000.0,8,25750.0,Unknown
743,Labour Tomorrow Ltd,335400.0,9,37266.666666666664,Unknown
744,Labour Tribunes Group,35000.0,3,11666.666666666666,Unknown
745,Labour Women'S Network,51090.0,7,7298.571428571428,Unknown
746,Laura Devlin,3150.0,1,3150.0,Single Donation Entity
747,Laura Evans,2000.0,1,2000.0,Single Donation Entity
748,Laura Moffatt,6943.2699999999995,2,3471.6349999999998,Unknown
749,Laura Sandys,3691.93,1,3691.93,Single Donation Entity
750,Laurence Robertson,38453.79,12,3204.4825,Unknown
751,Layla Moran,1948.13,1,1948.13,Single Donation Entity
752,League Against Cruel Sports (Uk) Limited,91750.0,26,3528.846153846154,Unknown
753,Leave.Eu Group Ltd,6400599.0,3,2133533.0,Unknown
754,Leeds Liberal Democrat Federation,3000.0,1,3000.0,Single Donation Entity
755,Left List,15200.0,9,1688.888888888889,Unknown
756,Legalise Cannabis Alliance,35500.0,13,2730.769230769231,Unknown
757,Lembit Opik,8830.3,3,2943.433333333333,Unknown
758,Leo Docherty,33974.85,6,5662.474999999999,Unknown
759,Let'S Stay Together,111501.0,8,13937.625,Unknown
760,Lewis Macdonald,2355.13,1,2355.13,Single Donation Entity
761,Lgbtory,10000.0,1,10000.0,Single Donation Entity
762,Liam Byrne,64747.34,15,4316.489333333333,Unknown
763,Liberal Democrat Friends Of Israel,43000.0,5,8600.0,Unknown
764,Liberal Democrats,99275063.97,12191,8143.307683537036,Unknown
765,Liberal Democrats Scottish Parliamentary Party,113270.7,20,5663.535,Unknown
766,Liberal Party,15076.32,14,1076.8799999999999,Unknown
767,Life,12569.02,3,4189.673333333333,Unknown
768,Lilian Greenwood,6767.62,4,1691.905,Unknown
769,Linda Gilroy,3000.0,1,3000.0,Single Donation Entity
770,Linda Mcavan,7758.9,2,3879.45,Unknown
771,Linda Riordan,11500.0,2,5750.0,Unknown
772,Linda Woodings,6704.0,1,6704.0,Single Donation Entity
773,Lindsay Roy,1077.0,1,1077.0,Single Donation Entity
774,Lisa Nandy,13075.0,4,3268.75,Unknown
775,Liverpool Labour Group,30000.0,2,15000.0,Unknown
776,Liz Kendall,174075.0,27,6447.222222222223,Unknown
777,Liz Lynne,10394.4,2,5197.2,Unknown
778,Liz Mcinnes,2439.0,1,2439.0,Single Donation Entity
779,Liz Saville Roberts,38665.4,7,5523.628571428571,Unknown
780,Lloyd Russell-Moyle,16209.1,6,2701.516666666667,Unknown
781,Llyr Gruffydd Am,2431.71,1,2431.71,Single Donation Entity
782,London And Northern Dining Club,10000.0,1,10000.0,Single Donation Entity
783,London First,10000.0,1,10000.0,Single Donation Entity
784,Lord Nicholas Bethell,3933.9,1,3933.9,Single Donation Entity
785,Lord Richard Inglewood,13036.8,3,4345.599999999999,Unknown
786,Lorely Burt,3430.0,1,3430.0,Single Donation Entity
787,Lorna Fitzsimons,10345.2,2,5172.6,Unknown
788,Lorraine Fullbrook,10629.45,4,2657.3625,Unknown
789,Louise Haigh,2900.0,1,2900.0,Single Donation Entity
790,Luciana Berger,62929.18,11,5720.834545454545,Unknown
791,Lucy Allan,2000.0,1,2000.0,Single Donation Entity
792,Lucy Anderson,19710.0,4,4927.5,Unknown
793,Lucy Frazer,10867.0,1,10867.0,Single Donation Entity
794,Lucy Powell,13004.0,2,6502.0,Unknown
795,Lutfur Rahman,6000.0,2,3000.0,Unknown
796,Lyn Brown,5481.0,2,2740.5,Unknown
797,Lynne Featherstone,3507.25,1,3507.25,Single Donation Entity
798,Madeleine Moon,17756.260000000002,6,2959.376666666667,Unknown
799,Maggie Throup,9232.58,4,2308.145,Unknown
800,Malcolm Bruce,27203.91,10,2720.391,Unknown
801,Malcolm Moss,14758.2,3,4919.400000000001,Unknown
802,Malcolm Rifkind,68146.0,6,11357.666666666666,Unknown
803,Malcolm Wicks,13322.86,4,3330.715,Unknown
804,Mandy Jones Am,2431.71,1,2431.71,Single Donation Entity
805,Marcus Fysh,2574.0,1,2574.0,Single Donation Entity
806,Margaret Beckett,16000.0,1,16000.0,Single Donation Entity
807,Margaret Hodge,17173.17,3,5724.389999999999,Unknown
808,Margaret Hughes,17817.82,2,8908.91,Unknown
809,Margaret Mitchell,3108.0,1,3108.0,Single Donation Entity
810,Margaret Moran,8733.2,2,4366.6,Unknown
811,Margot James,11526.64,4,2881.66,Unknown
812,Maria Caulfield,4500.0,2,2250.0,Unknown
813,Marie Rimmer,12073.0,3,4024.3333333333335,Unknown
814,Mario Creatura,2000.0,1,2000.0,Single Donation Entity
815,Mark Adrian Clarke,9000.0,3,3000.0,Unknown
816,Mark Bradshaw,5000.0,1,5000.0,Single Donation Entity
817,Mark Coote,2000.0,1,2000.0,Single Donation Entity
818,Mark Drakeford,11379.0,3,3793.0,Unknown
819,Mark Field,44690.0,12,3724.1666666666665,Unknown
820,Mark Fisher,16280.0,4,4070.0,Unknown
821,Mark Francois,13391.29,4,3347.8225,Unknown
822,Mark Garnier,22267.09,5,4453.418,Unknown
823,Mark Harper,22500.0,7,3214.285714285714,Unknown
824,Mark Hendrick,60382.16,15,4025.4773333333337,Unknown
825,Mark Hoban,26504.67,3,8834.89,Unknown
826,Mark Hunter,1155.0,1,1155.0,Single Donation Entity
827,Mark Isherwood,2000.0,1,2000.0,Single Donation Entity
828,Mark Lancaster,38216.35,12,3184.695833333333,Unknown
829,Mark Macmillan,2000.0,1,2000.0,Single Donation Entity
830,Mark Menzies,89791.21,23,3903.9656521739134,Unknown
831,Mark Oaten,29467.28,7,4209.611428571428,Unknown
832,Mark Pawsey,9444.07,3,3148.023333333333,Unknown
833,Mark Prisk,12334.0,3,4111.333333333333,Unknown
834,Mark Pritchard,84789.0,31,2735.1290322580644,Unknown
835,Mark Reckless,13000.0,1,13000.0,Single Donation Entity
836,Mark Robert Timothy Garnier,10159.49,4,2539.8725,Unknown
837,Mark Simmonds,36645.76,9,4071.751111111111,Unknown
838,Mark Spencer,3000.0,1,3000.0,Single Donation Entity
839,Mark Todd,4119.41,1,4119.41,Single Donation Entity
840,Mark Williams,1600.0,1,1600.0,Single Donation Entity
841,Martin Horwood,2400.0,1,2400.0,Single Donation Entity
842,Martin Linton,1200.0,1,1200.0,Single Donation Entity
843,Martin Salter,5245.2,1,5245.2,Single Donation Entity
844,Martin Vickers,24791.12,7,3541.5885714285714,Unknown
845,Martyn Day,4634.66,1,4634.66,Single Donation Entity
846,Martyn Jones,10345.2,2,5172.6,Unknown
847,Martyn Underhill,30000.0,1,30000.0,Single Donation Entity
848,Mary Creagh,8850.0,3,2950.0,Unknown
849,Mary Fee,2200.0,1,2200.0,Single Donation Entity
850,Mary Glindon,51013.5,10,5101.35,Unknown
851,Mary Jane Senior,1215.51,1,1215.51,Single Donation Entity
852,Mary Macleod,119061.93,26,4579.304999999999,Unknown
853,Mary Robinson,23494.14,5,4698.8279999999995,Unknown
854,Matthew Barber,2000.0,1,2000.0,Single Donation Entity
855,Matthew Green,5245.2,1,5245.2,Single Donation Entity
856,Matthew Hancock,288990.0,43,6720.697674418605,Unknown
857,Matthew Pennycook,2885.35,1,2885.35,Single Donation Entity
858,Matthew Taylor,13245.2,3,4415.066666666667,Unknown
859,Matthew Vickers,2000.0,1,2000.0,Single Donation Entity
860,Maurice Corry,2200.0,1,2200.0,Single Donation Entity
861,Maurice Golden,2000.0,1,2000.0,Single Donation Entity
862,Mebyon Kernow - Party For Cornwall,9410.9,4,2352.725,Unknown
863,Meg Hillier,11116.25,3,3705.4166666666665,Unknown
864,Meg Munn,19068.0,7,2724.0,Unknown
865,Melanie Onn,16300.0,2,8150.0,Unknown
866,Menzies Campbell,47638.99,14,3402.785,Unknown
867,Menzies Campbell Cbe,25995.2,4,6498.8,Unknown
868,Mhairi Black,2851.0,1,2851.0,Single Donation Entity
869,Michael Ancram,84806.47,18,4711.470555555556,Unknown
870,Michael Cashman,3933.9,1,3933.9,Single Donation Entity
871,Michael Clapham,10345.2,2,5172.6,Unknown
872,Michael Connarty,16446.7,5,3289.34,Unknown
873,Michael Denzil Xavier Portillo,96080.0,27,3558.5185185185187,Unknown
874,Michael Dugher,22680.46,8,2835.0575,Unknown
875,Michael Ellis,46071.75,11,4188.340909090909,Unknown
876,Michael Fabricant,10345.2,2,5172.6,Unknown
877,Michael Fallon,18767.989999999998,5,3753.5979999999995,Unknown
878,Michael German,3374.15,1,3374.15,Single Donation Entity
879,Michael Gove,493621.48,52,9492.72076923077,Unknown
880,Michael Howard,82001.0,20,4100.05,Unknown
881,Michael Jack,2150.0,1,2150.0,Single Donation Entity
882,Michael Martin,5245.2,1,5245.2,Single Donation Entity
883,Michael Mayes,5245.2,1,5245.2,Single Donation Entity
884,Michael Mccann,3000.0,1,3000.0,Single Donation Entity
885,Michael Moore,14211.0,3,4737.0,Unknown
886,Michael Richard Weatherley,13537.43,4,3384.3575,Unknown
887,Michael Russell,8250.0,2,4125.0,Unknown
888,Michael Thomas Hancock,7245.2,2,3622.6,Unknown
889,Michael Tomlinson,22573.91,4,5643.4775,Unknown
890,Michael Weir,6322.2,2,3161.1,Unknown
891,Michelle Ballantyne,3675.0,1,3675.0,Single Donation Entity
892,Michelle Donelan,125383.14,23,5451.440869565217,Unknown
893,Michelle Ovens Ltd,195000.0,3,65000.0,Unknown
894,Michelle Thomson,1685.94,1,1685.94,Single Donation Entity
895,Mick Antoniw,23000.0,3,7666.666666666667,Unknown
896,Mickey Brady,1922.1,1,1922.1,Single Donation Entity
897,Mike Crockart,3810.0,1,3810.0,Single Donation Entity
898,Mike Freer,12664.34,5,2532.868,Unknown
899,Mike Gapes,45451.2,10,4545.12,Unknown
900,Mike Penning,218535.0,15,14569.0,Unknown
901,Mike Weatherley,18674.0,4,4668.5,Unknown
902,Mike Wood,2500.0,1,2500.0,Single Donation Entity
903,Miriam Cates,2000.0,1,2000.0,Single Donation Entity
904,Miss Anne Mcintosh,5245.2,1,5245.2,Single Donation Entity
905,Miss Christine Mccafferty,4811.98,1,4811.98,Single Donation Entity
906,Miss Kate Forbes,1700.0,1,1700.0,Single Donation Entity
907,Mohammad Asghar,4000.0,2,2000.0,Unknown
908,Mohammad Yasin,1586.5,1,1586.5,Single Donation Entity
909,Mohammed Sarwar,3286.26,1,3286.26,Single Donation Entity
910,Momentum,48258.46,4,12064.615,Unknown
911,Movement For Change,1503953.6,44,34180.76363636364,Unknown
912,Mr Chris Hazzard,3030.0,1,3030.0,Single Donation Entity
